OC_omid,issn,EP_id,Publications_in_venue,Open Access
062302081448,['2222-9396'],493700,11,Uknown
062302082688,['2527-0915'],498842,6,True
062302082702,['2527-1075'],502287,87,True
062302082736,['2527-1288'],496764,14,True
062302092940,"['2148-8088', '2547-9415']",487902,31,True
062302101172,"['1692-8857', '2011-7477']",491041,46,Uknown
062302132580,['1994-5655'],488509,29,Uknown
062302134707,"['0148-9267', '1531-5169']",439400,922,Uknown
062302145269,"['1867-1705', '1867-1691']",475752,105,True
062302145300,"['1867-1756', '1867-1748']",489710,361,Uknown
0623021472,['0022-3999'],425633,7015,Uknown
062302147951,['1718-0198'],490157,132,Uknown
062302164051,"['2165-8684', '2165-8692']",499599,118,Uknown
062302164080,['2165-8714'],486559,777,Uknown
062302164134,['2165-8722'],496780,15,Uknown
062302198646,"['2307-3705', '2518-1866']",485476,55,True
062302207104,"['1424-4896', '2296-4150']",471255,141,True
062302236611,"['2445-1908', '0210-9611']",481998,2,Uknown
062302236613,"['0210-7287', '2445-2262']",498410,23,True
062302236627,['2445-2378'],488798,11,True
062302236639,['2445-267X'],482038,43,Uknown
062302236668,['2445-3064'],471066,17,True
062302236672,['2445-3072'],504806,1,Uknown
062302236674,['2445-3269'],490645,13,Uknown
062302243257,"['1612-1651', '2191-5784']",469019,229,Uknown
06230227142,['1524-2269'],473103,111,Uknown
06230230542,"['2051-5553', '2051-5561']",485263,157,Uknown
06230241506,['0257-4152'],482095,109,Uknown
062302420557,"['2312-878X', '0256-9507']",470225,80,True
062302420590,"['2312-1548', '2312-8801']",488395,32,Uknown
062302420603,"['2312-8984', '2312-1661']",488397,89,Uknown
062302420619,"['2312-9182', '2312-9212']",491115,99,True
0623024265,"['1464-5092', '1360-3124']",441904,976,Uknown
0623024269,"['1464-519X', '0260-1370']",441909,1484,Uknown
0623024295,"['0020-739X', '1464-5211']",441925,3197,Uknown
062302452,"['1469-3526', '0960-8788']",438635,1077,Uknown
0623025610,"['0040-0599', '2163-5684']",480736,2342,Uknown
0623025653,['0040-0912'],440076,1876,Uknown
0623025672,['0040-1625'],447400,6555,Uknown
0623025776,['0040-165X'],447402,1060,Uknown
062302592259,['1805-8825'],484881,35,True
062302605310,['2271-6092'],488489,479,True
062302607753,"['2295-9718', '1250-7334']",437874,395,Uknown
062302621190,['2084-6991'],485231,59,Uknown
062302621349,['2084-9257'],501902,50,True
062302650560,['2335-7959'],486578,14,Uknown
062302651648,"['2633-2922', '2633-2930']",503943,7,Uknown
062302686289,"['1135-6618', '1885-8031']",473939,292,True
062302687258,"['1885-8155', '1885-8309']",483468,76,True
062302687312,['1885-8996'],499500,62,True
062302687383,['1886-1881'],490261,95,True
062302690047,"['1475-4541', '0364-0094']",437482,639,Uknown
0623027247,"['1461-7005', '1362-3613']",438299,1789,Uknown
062302740784,"['1745-817X', '0076-6097']",340242,585,Uknown
062302758321,"['2044-0146', '2044-0138']",480192,227,Uknown
062302758359,"['2044-0251', '2044-0243']",483650,174,Uknown
062302778244,['1092-311X'],447736,217,Uknown
062302815642,['2253-6469'],490603,85,Uknown
0623028531,"['1552-7565', '1077-8004']",446261,2082,Uknown
0623028558,"['1401-5439', '1651-2022']",341953,631,Uknown
0623028583,"['1460-3659', '0306-3127']",341858,1709,Uknown
0623028632,"['1552-7824', '0092-0703']",343304,2042,Uknown
0623028716,"['0048-8046', '1663-4446']",485867,481,Uknown
06230295349,['1543-0383'],342735,267,Uknown
06230295441,['1543-0391'],449252,80,Uknown
06230302563,"['1759-7196', '1759-7188']",479022,143,Uknown
0623030263,"['0765-0752', '1777-5418']",490024,1090,Uknown
06230302687,"['1759-7331', '1759-7323']",476169,355,True
0623030288,"['2105-2913', '0556-7807']",470662,1401,Uknown
062303038946,"['2327-9486', '0270-8647']",482130,755,Uknown
062303067850,"['0070-2749', '2468-9300']",439774,97,Uknown
062303071995,"['1573-1936', '1358-3883']",447432,685,Uknown
062303079073,"['1359-6748', '1747-5112']",341158,701,Uknown
062303098189,"['1568-5349', '0042-7543']",448068,374,Uknown
062303115771,"['1023-0807', '1574-3012']",476895,200,Uknown
0623031944,['0278-4319'],441873,3257,Uknown
0623032074,['1679-3951'],496956,1064,True
0623032175,"['1558-0792', '1053-5888']",441379,2015,Uknown
0623032181,['1053-8100'],342075,2956,Uknown
062303296764,['1555-9998'],485834,31,True
0623033878,"['1860-7330', '1860-7349']",471606,633,Uknown
0623034055,"['0034-6705', '1748-6858']",446496,1910,Uknown
062303455213,"['2284-9378', '2284-936X']",498723,1,True
062303459886,"['0325-0288', '2591-3093']",502743,1,Uknown
062303459931,['2594-1100'],498935,2,Uknown
06230347320,"['1533-8290', '0002-1482']",437457,477,Uknown
06230351467,"['0183-973X', '2259-8863']",451595,206,Uknown
06230351798,"['0221-6280', '2102-5452']",482046,320,Uknown
0623035228,"['1939-2117', '0022-006X']",340992,7194,Uknown
0623035271,"['0735-7036', '1939-2087']",442650,1814,Uknown
0623035277,"['0022-0167', '1939-2168']",442713,4594,Uknown
0623035324,"['1939-2222', '0096-3445']",442907,2028,Uknown
0623038512,"['0039-3746', '1573-191X']",447273,1216,Uknown
06230397721,"['1437-2053', '1874-6373']",470665,274,Uknown
06230400570,"['1613-3838', '0341-7638']",443214,367,Uknown
062304107,"['1617-6278', '0939-6314']",341925,1193,Uknown
0623041960,"['0006-8977', '1421-9743']",438614,2302,Uknown
0623041985,['0006-8993'],341662,53268,Uknown
062304292,"['1573-1847', '1046-560X']",443713,1060,Uknown
0623044631,"['0037-9808', '2150-5926']",443991,1371,Uknown
06230500447,"['2050-4845', '2050-4837']",487028,78,Uknown
06230521545,['2147-4516'],488119,119,True
0623052934,['0028-3932'],343512,9040,Uknown
06230543646,['0001-415X'],484388,169,Uknown
0623054690,"['0002-953X', '1535-7228']",341881,22863,Uknown
0623054829,"['1939-8298', '0002-9556']",437606,6015,Uknown
0623055957,"['0002-7189', '1477-4585']",340629,640,Uknown
06230578485,"['1368-2679', '1758-9142']",483086,253,Uknown
0623058226,['1695-7121'],473666,566,True
0623058833,"['1734-7513', '2720-3697']",504531,18,Uknown
0623059323,"['1755-165X', '1079-3453']",451405,332,Uknown
06230603698,['1559-1786'],483251,85,Uknown
0623061287,['2757-0983'],500472,2,Uknown
0623062916,"['1092-4388', '1558-9102']",443779,4939,Uknown
0623063953,"['1613-0650', '0003-9101']",438009,730,Uknown
06230645450,"['1545-5920', '0894-9468']",448059,763,Uknown
06230667069,"['0146-1109', '2327-4271']",483958,191,Uknown
0623068571,"['0269-2821', '1573-7462']",438116,1611,Uknown
06230716735,"['2040-3240', '2040-3232']",476973,113,Uknown
06230716770,"['2040-3283', '2040-3275']",486833,109,Uknown
06230716857,"['2040-350X', '2040-3518']",489739,221,Uknown
06230903861,"['1744-9219', '1744-9200']",470230,429,Uknown
06230982989,"['2281-1559', '0035-6190']",489601,25,Uknown
062401025449,['2619-0311'],502592,102,True
062401036341,"['2372-191X', '2372-1901']",500416,106,Uknown
062401064119,['0130-0105'],488142,306,Uknown
062401064177,['0130-2620'],494234,14,Uknown
062401064184,['0130-2655'],498354,10,Uknown
062401064208,['0130-3864'],499182,27,Uknown
062401072475,"['1335-0102', '2585-9145']",483064,5,Uknown
062401072484,"['1336-9148', '2453-7845']",489503,23,Uknown
062401072493,"['1338-4287', '0021-5597']",481591,241,Uknown
062401072546,['1339-9357'],483066,80,Uknown
062401112010,"['2657-9332', '2081-6081']",497500,30,True
062401112030,"['1804-5383', '1805-2797']",485047,47,Uknown
062401112069,"['1805-3238', '1801-1764']",486155,61,True
062401112143,['1805-3726'],487676,60,Uknown
062401112237,"['1805-4722', '2464-5362']",489895,34,Uknown
062401112240,"['1805-4854', '1805-4862']",480327,259,Uknown
0624011137,"['0894-9867', '1573-6598']",341141,1982,Uknown
062401115719,"['1540-3084', '1940-5103']",483234,185,Uknown
06240112184,"['1469-2171', '0960-7773']",439481,828,Uknown
0624011252,"['1543-2904', '0895-2779']",443783,1260,Uknown
0624011318,"['1573-0441', '0895-562X']",343182,1036,Uknown
062401151854,['2056-6700'],487637,291,True
062401209,"['1467-9507', '0961-205X']",446994,1330,Uknown
062401218138,"['0040-7518', '2352-1163']",447776,69,Uknown
062401218195,"['0040-7585', '1571-8190']",444374,471,Uknown
062401221238,"['1945-2330', '0197-1360']",443860,723,Uknown
062401225704,"['1520-6653', '1094-9968']",443137,654,Uknown
062401232084,"['2649-860X', '0399-1989']",471018,15,True
062401233195,"['0348-1646', '2343-4929']",341079,23,True
062401233319,"['2066-561X', '2344-1321']",488156,46,True
062401233368,['2344-2026'],491442,13,True
062401233377,"['2344-2255', '2344-2247']",493766,12,Uknown
062401234528,['2719-9452'],496784,128,True
062401234615,"['2720-0361', '0038-853X']",487566,152,Uknown
062401234636,"['2720-0515', '1232-1575']",486414,71,True
062401234648,"['2720-0531', '0585-5470']",502235,80,True
062401234678,"['2720-0590', '0137-3218']",500596,12,True
062401234681,"['2720-0825', '2082-7695']",486037,14,Uknown
062401234684,"['1233-2135', '2720-0833']",485601,16,Uknown
062401234691,"['2080-1335', '2720-0841']",503833,29,Uknown
062401236883,"['2535-1265', '1310-3970']",486604,3,Uknown
062401239270,['2602-3067'],504279,48,Uknown
062401239301,['2602-3342'],494241,58,Uknown
062401239313,['2602-3377'],493335,98,Uknown
062401239393,['2602-3563'],502890,26,True
062401240645,"['1368-8790', '1466-1888']",445964,538,Uknown
062401240760,"['1368-8804', '1469-9729']",444697,613,Uknown
062401245512,"['2617-3786', '2616-7646']",500280,3,True
062401281656,"['1988-3110', '0066-6742']",470294,354,True
062401281855,"['1988-3080', '0213-0181']",484423,167,True
062401281885,"['1988-3102', '0210-4466']",481984,549,True
062401302338,"['2048-7827', '1547-402X']",484109,112,Uknown
062401312534,"['1758-6631', '0020-8582']",442104,947,Uknown
062401321679,"['1751-7419', '1362-704X']",451775,739,Uknown
062401321847,"['1362-7937', '2050-456X']",440992,359,Uknown
062401324672,"['2477-9423', '1315-9984']",474055,634,True
062401333576,"['0094-0798', '1533-8592']",445458,399,Uknown
062401342039,"['1745-7823', '1745-7831']",470548,439,Uknown
062401347123,"['0090-8290', '2210-2396']",481846,254,Uknown
062401376186,"['0929-077X', '1570-0577']",437680,178,Uknown
062401388269,"['1756-493X', '1756-4921']",487031,81,Uknown
062401392857,['2687-4830'],498357,7,Uknown
0624014157,"['1057-2414', '1095-9270']",447578,634,Uknown
062401423687,"['2308-8842', '2304-3369']",494594,88,Uknown
062401423700,['2304-3385'],494595,1,Uknown
0624014252,"['1537-260X', '1944-9585']",436166,1179,Uknown
0624014263,"['1537-4416', '1537-4424']",442591,1788,Uknown
06240142837,"['1890-9671', '1500-7502']",428999,35,True
06240142881,"['0020-577X', '1891-1757']",342797,180,True
06240142972,"['0801-7220', '1891-1773']",343015,53,True
062401432191,"['2516-6298', '2516-6301']",496932,105,Uknown
062401432289,['2582-7375'],501978,2,Uknown
062401444212,"['1743-0615', '1743-0623']",470925,93,Uknown
062401444393,"['1740-7125', '1743-1638']",480212,67,Uknown
062401444442,"['0952-7648', '1743-1700']",468623,322,Uknown
062401448011,['1470-9120'],474357,91,True
062401450236,"['2620-0481', '2620-0279']",494244,81,True
062401450314,['2620-2662'],500628,21,Uknown
062401463458,"['1696-0319', '2444-0256']",490583,52,Uknown
062401478304,['1221-1249'],482979,7,Uknown
062401478317,"['2065-9431', '1221-8111']",499317,15,True
062401479569,"['2043-8567', '2043-8575']",484974,59,Uknown
062401509013,"['2574-1314', '2574-1306']",498985,70,True
0624015354,"['1744-4136', '0929-7049']",439033,1098,Uknown
062401574205,"['2422-2178', '2422-2976']",488881,11,True
062401574258,['2422-2704'],502245,46,True
062401574346,"['2390-0725', '2422-3182']",501992,131,True
062401575585,"['0008-3755', '1710-1093']",438819,961,Uknown
062401592730,"['0358-5522', '1750-2837']",343398,782,Uknown
062401610994,"['1752-6272', '1752-6280']",476938,386,Uknown
062401619197,['2146-7455'],497957,309,Uknown
062401641487,"['0211-3589', '1988-2955']",437518,337,True
062401641535,"['0214-3038', '1988-2971']",482036,92,True
062401642471,"['1988-303X', '0210-1963']",437985,932,True
062401642514,"['1578-1763', '1988-2912']",485823,3,Uknown
062401642641,"['1988-3005', '1133-0392']",485824,2,Uknown
062401656191,"['2792-405X', '2659-3904']",503348,1,True
062401656198,"['1886-7081', '2792-4629']",484845,113,Uknown
062401657974,"['0334-4355', '2040-4786']",482184,786,Uknown
062401669588,['2651-2629'],494577,27,Uknown
062401669608,['2651-2939'],498226,86,True
062401678013,"['2194-6531', '1938-2545']",485138,115,Uknown
062401678233,"['1943-3867', '2194-6523']",485085,216,Uknown
062401690293,"['1651-2316', '1650-6073']",439222,649,Uknown
062401694536,"['1900-6896', '2590-9452']",501710,81,True
062401699355,['2243-4690'],480576,238,True
062401699449,['2243-4712'],489447,88,True
0624017057,"['0007-1234', '1469-2112']",343221,1808,Uknown
062401707547,"['1447-6770', '1839-5260']",493920,930,Uknown
062401719701,['1477-7266'],443030,1000,Uknown
062401740027,"['0208-4589', '2543-7313']",477866,2,Uknown
062401748276,"['2617-9296', '2663-0818']",497964,16,True
062401748373,['2663-6794'],502699,2,Uknown
062401748399,"['2664-4738', '2664-472X']",499428,178,True
062401748422,"['2664-6153', '2307-3322']",503365,17,True
062401757721,['1946-0538'],475415,48,Uknown
062401758074,"['1946-3014', '1946-3022']",480841,227,Uknown
062401776925,"['2032-3913', '2032-3921']",476586,398,True
062401787382,"['0254-9212', '2224-6428']",491026,34,True
062401787403,"['2617-3395', '2224-6487']",498696,80,Uknown
062401791075,"['2304-0785', '2305-6754']",485000,227,True
062401798533,['2307-700X'],486148,194,True
062401809280,"['2236-8094', '1519-9339']",502100,4,Uknown
062401814317,['0040-5612'],481707,3,Uknown
062401814425,"['0040-5736', '2044-2556']",447725,867,Uknown
062401818683,['2587-9332'],496446,37,True
062401818733,['2178-9010'],485755,72,True
062401818811,"['2178-9258', '1678-2089']",494196,78,True
062401822307,"['2338-2007', '0853-5167']",503201,46,True
062401825270,"['0029-4845', '2406-4726']",481634,67,Uknown
062401839951,"['2519-2604', '2311-8822']",485477,43,True
062401847801,"['1210-0250', '1804-6347']",484509,3,True
062401847827,"['1804-6665', '1804-6657']",484961,138,Uknown
062401847863,['1804-6983'],498789,11,True
062401847875,['1804-7106'],483899,87,True
062401847964,['1804-8285'],484865,137,Uknown
062401848012,"['1804-848X', '2336-1220']",477636,108,True
062401848136,['1804-9796'],486044,44,Uknown
062401848160,['1804-980X'],483824,19,Uknown
062401848175,['1805-0603'],487520,11,True
0624018518,"['1572-8447', '1386-2820']",440356,1187,Uknown
062401855778,['1458-3410'],470400,12,Uknown
062401862833,"['2254-6774', '0213-2028']",482019,227,Uknown
062401862878,"['1579-3680', '0213-4748']",436142,806,Uknown
0624018696,"['0591-2385', '1467-9744']",448353,2228,Uknown
0624018717,"['1727-7051', '1810-5467']",475630,1043,True
062401882389,['0192-2882'],447714,415,Uknown
062401883516,['2518-4628'],470355,37,Uknown
062401885236,['2477-8818'],498000,54,Uknown
062401885891,"['1390-8928', '2477-8850']",498297,68,True
062401885952,['2477-9024'],504609,201,Uknown
062401894134,['2311-0740'],498712,51,True
062401894209,['2311-9489'],498725,81,True
062401894295,['2312-5160'],497565,55,True
062401894381,"['2313-2116', '2312-3265']",488759,82,True
062401898730,"['2224-9281', '2414-990X']",488891,48,True
062401898766,['2414-9942'],491161,30,True
062401901127,['2255-3401'],488017,31,True
062401901183,"['2255-3495', '0213-201X']",498314,121,Uknown
062401901281,['2255-3827'],487216,38,True
062401901287,"['0214-4379', '2255-3835']",496403,71,True
062401901311,['2255-4165'],486423,32,True
062401901322,['2255-4505'],485571,20,True
062401908927,"['0718-5766', '0719-3432']",490075,7,True
062401909004,['0718-5898'],487986,3,True
062401909020,"['0717-6554', '0718-6568']",474395,373,Uknown
062401927623,['2530-6847'],496949,24,Uknown
062401927640,['2530-7134'],498920,7,Uknown
062401927658,"['2530-7878', '1133-0902']",490900,66,Uknown
062401927693,['2530-7940'],491448,70,True
062401927724,['2530-8157'],496996,50,True
062401927767,"['2530-8343', '1131-6810']",482879,10,Uknown
062401927780,"['2530-9269', '1577-4147']",493623,85,True
062401927800,['2530-934X'],495329,11,True
062401927806,['2530-9420'],502259,3,True
062401927808,['2530-9455'],496377,18,Uknown
062401927819,"['1136-5536', '2530-9900']",500682,31,True
062401927827,['2596-0113'],496582,2,Uknown
062401927854,['2596-0644'],498956,2,True
062401927938,['2596-1934'],499610,29,Uknown
062401927957,"['2596-2477', '1415-4498']",502074,1,True
062401927988,"['0103-6963', '2596-304X']",481853,37,True
062401932393,['2328-1308'],480638,83,True
062401945488,"['0236-6568', '1588-2772']",441287,157,Uknown
062401949023,['1803-3857'],477006,143,True
062401949068,"['2571-0966', '1803-4136']",481378,145,True
062401949155,"['1803-4950', '2336-4564']",490493,5,Uknown
062401949157,"['1803-537X', '1803-6805']",485552,278,True
062401961913,"['2386-3889', '0213-2079']",482022,137,True
062401962327,['2386-2629'],483651,19,True
062401962332,['2386-2637'],488628,72,Uknown
062401962449,['2386-3374'],488006,15,True
062401962453,['2386-3730'],488587,45,Uknown
062401962513,"['2386-3846', '0212-0267']",482008,39,True
062401962549,"['2386-3919', '2386-3927']",490151,95,True
062401962571,['2386-3935'],488601,83,Uknown
062401962581,"['2386-3943', '0514-7336']",482357,150,True
062401965209,['2625-378X'],499206,2,True
062401965211,"['2625-4328', '0170-6241']",448297,6,Uknown
062401977275,"['1791-7573', '1106-661X']",482797,39,True
062401977289,"['1791-7603', '1790-3572']",486143,51,True
062401990763,['1131-768X'],482880,98,True
062401990795,['1131-883X'],489053,3,True
062401990796,"['2253-8321', '1132-0265']",471053,110,True
062401990841,"['1132-0559', '2173-4712']",485512,345,True
062401993598,"['0082-6049', '1782-1576']",447892,277,Uknown
062401993805,"['0083-5897', '2031-0234']",448041,770,Uknown
062402001494,"['1648-665X', '1392-5016']",498649,228,True
062402018568,"['1145-3370', '2101-0420']",482927,534,Uknown
062402020428,"['2044-0014', '0075-4390']",444002,972,Uknown
0624020515,"['0149-2063', '1557-1211']",443241,2391,Uknown
062402065596,"['1751-4517', '1751-4525']",471936,262,Uknown
062402126809,['2605-1044'],494251,89,True
062402127293,"['1888-8143', '2605-082X']",498655,64,True
062402127356,"['1576-8767', '2605-1680']",483276,9,Uknown
062402127379,['2605-1931'],498849,14,True
062402127390,['2605-1982'],498973,52,True
062402127424,['2605-2822'],500701,9,True
062402143324,['2617-5940'],498544,14,Uknown
062402143459,"['2616-423X', '2410-1915']",499949,5,True
062402143467,"['2410-1311', '2616-4264']",500277,4,True
062402171082,"['1942-4558', '2578-2185']",499565,119,Uknown
062402198771,"['0106-8040', '2246-4522']",481855,70,Uknown
062402198922,['2247-0514'],486216,48,True
062402198988,"['2247-4455', '2285-9632']",484818,3,True
062402206070,"['0719-4234', '0719-4242']",494558,20,True
062402206509,['0718-2376'],474412,154,True
062402206616,['0718-6894'],488803,103,True
062402206659,['0719-1243'],488753,51,True
062402206701,"['0717-9065', '0719-8019']",499504,26,True
062402239296,['2525-3123'],502099,8,True
062402239427,['2525-3468'],490535,13,True
062402239447,['2525-3654'],489264,29,True
0624023089,"['0142-159X', '1466-187X']",444721,6030,Uknown
0624023288,['0142-5455'],449614,1381,Uknown
0624023298,"['0142-5692', '1465-3346']",422307,1926,Uknown
062402372422,"['1940-8412', '0305-7267']",447276,434,Uknown
062402380250,"['1746-1987', '1746-1979']",470865,326,Uknown
0624024565,"['1461-7226', '0020-8523']",341294,1682,Uknown
06240251588,"['2194-6051', '2152-2820']",485061,230,Uknown
06240255785,['1746-5729'],487794,542,Uknown
0624025915,"['1461-7129', '0959-6801']",440446,558,Uknown
0624025980,"['1059-7123', '1741-2633']",437275,747,Uknown
0624026035,"['0741-7136', '1552-3047']",343654,817,Uknown
0624026074,"['0093-8548', '1552-3594']",439555,2134,Uknown
062402615286,"['2374-7552', '2374-7560']",501943,44,Uknown
062402619870,['1677-6976'],472315,50,True
062402620028,['1678-2054'],489006,9,True
062402626662,"['1755-1714', '1743-4521']",484903,491,Uknown
062402631542,['1734-5537'],480757,44,Uknown
062402631577,['1734-5669'],484685,4,Uknown
062402631607,['1734-6029'],484899,250,Uknown
062402631731,"['1734-9923', '2300-7621']",485728,41,True
062402644552,"['2335-8890', '1392-3358']",474153,142,True
062402657039,['1757-5818'],476664,540,Uknown
062402789,"['0171-6468', '1436-6304']",445493,1337,Uknown
062402835359,"['1568-3532', '1568-3540']",437682,2,Uknown
06240284324,"['2523-4145', '2523-4153']",498530,9,True
06240284397,"['2523-4749', '2523-4463']",504658,30,True
06240284420,"['2519-8564', '2523-451X']",494054,141,True
062402851887,['0302-7384'],488960,15,Uknown
0624028682,['1054-139X'],425478,7762,Uknown
0624028719,"['1531-4715', '1054-2043']",447529,1572,Uknown
062402893,['0893-6080'],445118,5203,Uknown
06240290483,"['1759-7536', '1759-7544']",484918,167,Uknown
06240290570,['2618-5954'],493822,39,Uknown
06240290575,['2618-6004'],494563,33,Uknown
06240290632,"['2602-3598', '2618-6330']",498275,15,True
062402938,"['0270-3149', '1541-0315']",448163,1157,Uknown
06240295222,"['1476-7724', '1476-7732']",440981,749,Uknown
0624030047,"['2211-4866', '0034-673X']",446500,1211,Uknown
062403017646,"['1548-7180', '1085-7052', '1935-4940', '1935-4932']",471355,924,Uknown
0624030200,['0167-2681'],442778,4739,Uknown
062403055947,['1407-3110'],486576,8,Uknown
062403055949,['1407-5229'],503205,3,True
062403056072,"['1408-2616', '1581-1271']",471331,18,True
062403057309,['2078-8142'],498409,7,True
062403104222,"['0872-8380', '2182-7427']",483532,188,True
062403104275,['0873-626X'],439938,266,Uknown
0624031624,['0167-7187'],340957,2129,Uknown
0624031686,"['0167-7411', '1572-8749']",447799,1114,Uknown
0624031763,"['1932-0183', '2194-6094']",475206,184,Uknown
062403288049,"['1556-1623', '1556-1631']",470890,318,Uknown
06240338992,"['2044-2394', '1369-4154']",444158,523,Uknown
062403438038,['1643-8442'],498678,1,True
062403440271,"['2536-5622', '1800-7074']",502398,1,Uknown
0624034532,"['0041-977X', '1474-0699']",339888,2390,Uknown
0624035874,"['1098-2337', '0096-140X']",341323,1989,Uknown
0624036516,"['2311-2077', '1998-8591']",488769,173,Uknown
0624036518,"['1998-8621', '2311-2255']",488768,115,Uknown
0624037053,"['1696-8166', '1989-9998']",483372,152,True
0624037790,"['2368-2000', '0823-3993']",482522,281,Uknown
0624037937,"['1948-5077', '0271-9274']",451665,152,Uknown
0624037945,"['1613-3692', '0037-1998']",446883,2558,Uknown
06240388354,"['1613-0790', '0342-1422']",445223,497,Uknown
0624039363,"['0887-5367', '1527-2001']",441299,2092,Uknown
0624039389,"['0887-6177', '1873-5843']",438035,3447,Uknown
0624039412,['0887-6045'],443724,1374,Uknown
0624039420,['0887-6185'],342261,2576,Uknown
062404077,"['1476-0835', '0007-1129', '2044-8341']",446200,2815,Uknown
06240408707,['0739-098X'],481004,288,Uknown
062404149,"['2152-2723', '2152-2715']",478461,1568,Uknown
0624044625,"['1469-8145', '0028-6885']",340478,2081,Uknown
0624048244,"['1800-8755', '1800-8763']",483667,78,True
06240487356,['2050-5833'],480616,140,True
0624049286,"['0145-2096', '1467-7709']",343456,1277,Uknown
0624049290,['0145-2134'],341056,5890,Uknown
0624049375,"['0145-5532', '1527-8034']",447012,1731,Uknown
0624049444,"['0145-6008', '1530-0277']",437499,9245,Uknown
0624049794,['1899-0983'],477719,80,Uknown
0624049795,"['2392-1617', '1899-315X']",486875,24,True
0624049798,"['1899-4601', '2449-9005']",502022,24,Uknown
0624050181,['2000-7426'],476866,206,True
0624050520,"['1899-3192', '2392-0041']",498953,48,Uknown
0624050527,"['2463-2252', '1657-2513']",491176,110,Uknown
0624051582,"['0027-7738', '1756-2279']",445024,1031,True
0624051639,['0261-3794'],343300,2518,Uknown
0624051648,"['1748-121X', '0261-3875']",493447,1079,Uknown
0624051673,"['0261-510X', '2044-835X']",343162,1521,Uknown
0624051678,['0261-5177'],341163,3447,Uknown
0624051704,['0261-5606'],427651,2869,Uknown
062405552,"['1050-8392', '1532-7795']",443691,980,Uknown
062405601,"['1050-9585', '1740-4657']",440512,1089,Uknown
062405665,"['1469-9451', '1369-183X']",442882,3132,Uknown
0624057519,"['1878-5174', '0256-2928']",342708,1391,Uknown
06240579950,"['1527-9383', '0891-625X']",443778,622,Uknown
06240586345,"['0121-8697', '2145-9355']",487104,21,True
06240586457,['1558-9587'],447837,15,Uknown
06240586463,['1558-9595'],451593,375,Uknown
06240588743,"['2213-140X', '2213-1418']",486331,99,Uknown
06240598614,"['2111-5044', '0765-4944']",479252,425,Uknown
06240619843,['1362-0436'],449483,845,Uknown
06240632464,['1678-765X'],473976,183,True
06240681611,['2168-9105'],485959,323,Uknown
06240702208,"['2040-3666', '2040-3658']",478295,165,Uknown
06240702267,"['2040-3690', '2040-3682']",480810,78,Uknown
062407052,"['1467-971X', '0883-2919']",448187,1577,Uknown
062407124,"['1532-4796', '0883-6612']",425995,2160,Uknown
062407128,"['1520-6548', '0883-6353']",440881,1416,Uknown
062407133,"['1099-1255', '0883-7252']",442414,985,Uknown
06240760030,"['1075-7163', '2152-7792']",482779,250,Uknown
06240784840,"['0004-8992', '1467-8446']",438255,593,Uknown
06240850903,['0305-9006'],342354,439,Uknown
062408572,"['0010-4124', '1945-8517']",439320,1083,Uknown
06240892716,"['0965-8416', '1747-7565']",444291,612,Uknown
06240899606,"['0590-8876', '1749-6306']",451173,409,Uknown
06240900953,['1715-0698'],476539,17,True
06240935935,"['2365-3116', '0018-0777']",441124,37,Uknown
06240939885,"['1356-9317', '1469-9613']",417780,410,Uknown
06240939993,"['1356-9325', '1469-9575']",443191,573,Uknown
0624096207,"['1552-3993', '1059-6011']",441017,842,Uknown
062409673,"['0143-2095', '1097-0266']",340591,3148,Uknown
062409860,"['1469-3739', '0159-6306']",439916,1492,Uknown
06240990148,"['1468-0254', '0963-9462']",440010,374,Uknown
06240990280,"['0963-9489', '1469-9869']",444890,760,Uknown
062501107075,"['1531-0485', '1553-3786']",483227,207,Uknown
062501127342,['1805-4951'],486973,173,True
062501127435,['1805-7225'],487561,24,Uknown
062501127495,"['1805-790X', '2694-720X']",488323,89,Uknown
06250116379,"['1531-4812', '0961-1215']",444380,411,Uknown
06250116538,"['1474-0087', '0961-1371']",445846,194,Uknown
062501166560,"['2056-743X', '0081-1564']",470607,53,Uknown
062501250210,"['2344-3693', '1582-2168']",502510,17,True
062501250224,"['1582-327X', '2344-4460']",503623,23,True
062501250242,"['2068-7559', '2344-4932']",493245,60,True
062501253091,"['2619-6573', '0121-117X']",491585,100,True
062501254229,"['2535-2660', '0332-608X']",342952,11,True
062501254237,['2535-2857'],490532,54,True
062501254265,"['2535-3098', '1503-5727']",435096,2,True
062501254268,"['2535-311X', '0032-8847']",341670,33,True
062501254304,"['0123-4072', '2619-6174']",493723,65,True
062501254435,"['2619-9068', '2146-3638']",505163,23,Uknown
062501256128,"['1943-5894', '1079-8986']",438722,567,Uknown
062501263460,['2149-9535'],493268,121,True
062501263518,"['2166-2932', '2150-0428']",499617,47,Uknown
062501299833,"['1988-3129', '1130-8001']",485899,324,True
062501300604,"['0034-8341', '1988-3188']",446549,418,True
062501301045,['1988-3145'],486097,187,True
062501302376,['1679-3404'],489038,14,Uknown
062501302452,"['1679-415X', '1676-0670']",478349,17,True
062501307755,['1053-8364'],449306,387,Uknown
062501350516,['0094-1700'],340492,55,Uknown
062501363155,"['0022-2909', '1941-7497']",443370,627,Uknown
062501388446,['2147-8724'],497792,41,True
062501394202,"['2173-6111', '0066-5215']",481744,27,Uknown
062501394256,"['2173-6839', '1699-3225']",483619,32,Uknown
