EP_id,Publications_in_venue,Original Title,Country of Publication,ERIH PLUS Disciplines,disc_count
471023,601,Journal of Linguistic Anthropology,United States,"Anthropology, Art and Art History, Linguistics",3
447678,1493,The Southern Journal of Philosophy,"United Kingdom, United States",Philosophy,1
442517,1392,Journal of Broadcasting & Electronic Media,United States,Media Studies and Communication,1
442526,1383,Journal of Business Venturing,United States,"Business and Management, Economics",2
442482,798,Journal of Behavioral Education,United States,"Psychology, Pedagogical & Educational Research",2
446031,847,Problems of Post-Communism,United States,"Political Sciences and International Relations, Sociology",2
445818,6010,The Physics Teacher,United States,Pedagogical & Educational Research,1
342490,2092,Intelligence,United States,Psychology,1
440539,1373,Evolution and human behavior,United States,Psychology,1
446485,1049,Review of higher education (Print),United States,Pedagogical & Educational Research,1
446641,490,Rhetorica: A Journal of the History of Rhetoric,United States,"Literature, Linguistics",2
442312,884,Journal for the Education of the Gifted,United States,Pedagogical & Educational Research,1
446442,666,Research on Language and Social Interaction,United States,"Linguistics, Psychology",2
444847,731,Milton Quarterly,United States,Literature,1
445229,155,Nineteenth-Century French Studies,United States,Literature,1
451785,8,Victorians Institute Journal (VIJ),United States,Literature,1
442337,1319,Journal of Adolescent & Adult Literacy,United States,Pedagogical & Educational Research,1
475734,1465,Early Education and Development,United States,"Pedagogical & Educational Research, Psychology",2
444359,1261,Learning Disability Quarterly,United States,"Pedagogical & Educational Research, Psychology",2
446395,1157,Renaissance Quarterly,United States,"Art and Art History, History, Literature",3
445187,698,New Literary History,United States,Literature,1
445187,852,New Literary History,United States,Literature,1
443931,306,Journal of the History of Sexuality,United States,"History, Gender Studies",2
446225,1029,The Public historian,United States,History,1
339925,1361,Journal of Early Adolescence,United States,Psychology,1
449211,570,Austrian History Yearbook,United States,History,1
502010,29,European Journal of Mathematics and Science Education (EJMSE),United States,"Science and Technology Studies, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",3
437449,1575,Aggression and Violent Behavior,United States,Psychology,1
484735,26,"International Journal of Management, Economics and Social Sciences (IJMESS)",United States,"Business and Management, Economics",2
478887,596,Philosophical Issues,United States,Philosophy,1
446936,686,Sign Language Studies,United States,Linguistics,1
490457,102,HOPOS: The Journal of the International Society for the History of Philosophy of Science,United States,"History, History & Philosophy of Science, Science and Technology Studies, Philosophy",4
490768,483,Language Assessment Quarterly,United States,Linguistics,1
444354,705,Learning & Behavior,United States,Psychology,1
475960,578,American economic journal. Applied economics,United States,"Business and Management, Economics",2
340462,5369,Neuroscience and Biobehavioral Reviews,United States,Psychology,1
443372,319,The Journal of musicological research,United States,Musicology,1
485458,53,"Aspasia: The International Yearbook of Central, Eastern, and Southeastern European Women's and Gender History",United States,"Gender Studies, History",2
341240,1998,Classical Philology,United States,"Classical Studies, History, Linguistics, Literature",4
437633,1208,American Review of Public Administration,United States,Political Sciences and International Relations,1
442696,968,Journal of contemporary ethnography,United States,Anthropology,1
437414,1189,Affilia,United States,Gender Studies,1
341032,2229,Boreas,"Norway, United States","Archaeology, History",2
342475,4621,International Journal of Eating Disorders,United States,Psychology,1
446725,1293,Russian Review,United States,"History, Literature",2
450568,2307,Journal of Agricultural and Applied Economics,United States,Economics,1
445121,3043,Neurobiology of Learning and Memory,United States,Psychology,1
440357,2715,"Ethics: An International Journal of Social, Political, and Legal Philosophy",United States,"Religious Studies and Theology, Philosophy",2
446802,1389,"Science, Technology and Human Values",United States,"History & Philosophy of Science, Philosophy",2
447277,1318,Studies in Second Language Acquisition,United States,Linguistics,1
444282,2450,Language,United States,Linguistics,1
444282,998,Language,United States,Linguistics,1
446939,2173,Signs,United States,"Literature, Gender Studies",2
484120,1496,Journal of the Association for Information Science and Technology,United States,Library and Information Science,1
482442,229,Shakespeare Bulletin,United States,Literature,1
439918,1246,Discourse Processes,United States,"Psychology, Linguistics",2
439863,1723,Deviant Behavior,United States,Psychology,1
446440,1380,Research on Aging,United States,Psychology,1
444133,1321,Journalism & Mass Communication Quarterly,United States,Media Studies and Communication,1
437285,2458,Administrative Science Quarterly,United States,Psychology,1
451872,46,The Eugene O'Neill Review,United States,"Art and Art History, Film and Theatre Studies, Interdisciplinary research in the Humanities, Literature",4
442582,875,Journal of Church and State,United States,Religious Studies and Theology,1
443695,884,Journal of Risk and Uncertainty,"Netherlands, United States","Business and Management, Economics",2
470684,541,"Journal of Women, Politics & Policy (WPP)",United States,Gender Studies,1
503865,19,Journal of Ethics and Emerging Technologies,United States,"Anthropology, History & Philosophy of Science, Science and Technology Studies, Sociology, Philosophy, Interdisciplinary research in the Humanities",6
440008,1844,Early Childhood Research Quarterly,United States,"Pedagogical & Educational Research, Psychology",2
447388,1856,Teaching sociology,United States,Pedagogical & Educational Research,1
443687,2827,Journal of Research in Personality,United States,Psychology,1
484108,536,Journal of the Gilded Age and Progressive Era (JGAPE),United States,History,1
481306,331,International Journal of Business Communication (IJBC),United States,"Business and Management, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Media Studies and Communication",5
488484,213,Business and Professional Communication Quarterly,United States,"Media Studies and Communication, Business and Management, Political Sciences and International Relations, Linguistics, Interdisciplinary research in the Social Sciences",5
483471,10,The Hardy Review,United States,Literature,1
478636,242,The Latin Americanist,United States,"Literature, History, Anthropology",3
474841,251,Journal of Maritime Archaeology,United States,Archaeology,1
443445,920,Journal of Occupational Health Psychology,United States,Psychology,1
444577,78,Marvels & Tales: Journal of Fairy-Tale Studies,United States,"Anthropology, Art and Art History, Film and Theatre Studies, Interdisciplinary research in the Humanities, Literature",5
444577,60,Marvels & Tales: Journal of Fairy-Tale Studies,United States,"Anthropology, Art and Art History, Film and Theatre Studies, Interdisciplinary research in the Humanities, Literature",5
484994,540,Journal of College and Character,United States,Pedagogical & Educational Research,1
483581,259,Journal of Benefit-Cost Analysis,United States,Economics,1
484175,492,TSQ: Transgender Studies Quarterly,United States,Gender Studies,1
442470,7104,Journal of Autism and Developmental Disorders,United States,Psychology,1
447584,3150,International Migration Review,United States,History,1
441100,6,Hebrew Union College Annual,United States,Religious Studies and Theology,1
341687,2766,American Journal of Community Psychology,United States,Psychology,1
435268,3093,Journal of Abnormal Child Psychology,"Netherlands, United States",Psychology,1
443804,679,Journal of Studies in International Education,United States,Pedagogical & Educational Research,1
341185,3605,Developmental Psychobiology,United States,Psychology,1
442406,3702,Journal of Applied Behavior Analysis,United States,Psychology,1
447597,188,The Journal of Aesthetic Education,United States,Pedagogical & Educational Research,1
447597,925,The Journal of Aesthetic Education,United States,Pedagogical & Educational Research,1
480937,58,"Journal of Religion, Media and Digital Culture (RMDC)",United States,"Media Studies and Communication, Religious Studies and Theology, Interdisciplinary research in the Humanities",3
438066,319,Arethusa,United States,"History, Classical Studies",2
495012,154,International Journal of Biomedicine,United States,Science and Technology Studies,1
481893,158,Hebrew Studies,United States,Religious Studies and Theology,1
439219,577,Cognition and Instruction,United States,"Psychology, Pedagogical & Educational Research",2
440530,1319,Evaluation review,United States,Psychology,1
444358,523,Learning Disabilities Research & Practice,United States,Pedagogical & Educational Research,1
438350,1650,Behavior Modification,United States,Psychology,1
445461,155,Oral Tradition,United States,"Anthropology, History, Cultural Studies, Interdisciplinary research in the Humanities",4
441407,3117,IEEE Transactions on Education,United States,Pedagogical & Educational Research,1
442356,1247,Journal of Aging Studies,United States,Psychology,1
340879,34283,Pediatrics,United States,Psychology,1
442086,767,International Philosophical Quarterly,United States,Philosophy,1
342305,984,Journal of Retailing,United States,"Business and Management, Economics",2
442828,670,Journal of Emotional and Behavioral Disorders,United States,Psychology,1
487869,1,Narrative Culture,United States,"Anthropology, Art and Art History, Cultural Studies, Film and Theatre Studies, Literature",5
487869,39,Narrative Culture,United States,"Anthropology, Art and Art History, Cultural Studies, Film and Theatre Studies, Literature",5
340562,1382,Developmental Neuropsychology,United States,Psychology,1
341878,892,"Journal of Law, Economics & Organization",United States,"Business and Management, Economics, Law",3
439172,1906,The Clinical Neuropsychologist,United States,Psychology,1
444535,9382,Management science,United States,"Business and Management, Economics",2
433674,1258,Journal of the European Economic Association,United States,"Business and Management, Economics",2
443071,2327,The Journal of human resources,United States,"Business and Management, Economics",2
499249,272,Communication Methods and Measures,United States,Media Studies and Communication,1
446228,3914,Public Opinion Quarterly,United States,Psychology,1
445230,599,Nineteenth-Century Literature,United States,Literature,1
442541,1051,Journal of Career Assessment,United States,Psychology,1
468645,477,Landscape Journal,United States,Art and Art History,1
451813,161,Clues: A Journal of Detection,United States,"Film and Theatre Studies, Literature",2
444851,762,"Mind, Culture, and Activity",United States,Pedagogical & Educational Research,1
483241,246,Steinbeck Review,United States,"Interdisciplinary research in the Humanities, Literature",2
447712,356,Theater,United States,Literature,1
478120,178,Projections: The Journal for Movies and Mind,United States,Interdisciplinary research in the Humanities,1
447531,201,The Eighteenth Century: Theory and Interpretation,United States,Literature,1
440335,98,ESQ: A Journal of Nineteenth-Century American Literature and Culture,United States,Literature,1
441106,68,Helios,United States,"Classical Studies, History",2
439456,51,Conradiana: a Journal of Joseph Conrad Studies,United States,Literature,1
439581,887,Critical Review,United States,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
443002,270,Journal Of Germanic Linguistics,United States,Linguistics,1
480823,313,Journal of Responsible Innovation,United States,"History & Philosophy of Science, Business and Management, Science and Technology Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
440373,1152,Ethos: Journal of the Society for Psychological Anthropology,United States,"Psychology, Anthropology",2
483546,544,Journal of Pastoral Care & Counseling,United States,Religious Studies and Theology,1
490434,86,Journal of Chinese Literature and Culture,United States,"Classical Studies, Cultural Studies, Literature",3
444703,1128,Medical Anthropology,United States,Anthropology,1
498825,150,The Owl of Minerva: The Journal of the Hegel Society of America,United States,Philosophy,1
477325,38,New Nietzsche Studies,United States,"Literature, Philosophy",2
488869,17,The Dostoevsky Journal: A Comparative Literature Review (DJIR),United States,Literature,1
470023,999,Journal of Positive Psychology,United States,Psychology,1
439879,2050,Dialogue: Canadian Philosophical Review,United States,Philosophy,1
500397,44,"Reception: Texts, Readers, Audiences, History",United States,"Film and Theatre Studies, Linguistics, Literature",3
446979,947,Small Group Research,United States,"Business and Management, Media Studies and Communication, Psychology",3
439446,441,Configurations,United States,"History & Philosophy of Science, Philosophy",2
483243,132,Journal of Latino-Latin American Studies,United States,Literature,1
504020,12,Trans Asia Photography,United States,"History, Media Studies and Communication",2
500410,27,The Langston Hughes Review,United States,"Linguistics, Literature",2
502009,39,European Journal of Educational Management (EUJEM),United States,"Business and Management, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",3
340714,2752,Journal of Sex Research,United States,"Gender Studies, Psychology",2
340802,1532,Motivation and Emotion,United States,Psychology,1
443742,3285,Journal of Social Issues (JSI),United States,Psychology,1
447272,642,Studies in Nonlinear Dynamics & Econometrics,United States,Economics,1
430583,1408,Gender & Society,United States,Gender Studies,1
342714,6372,Journal of Social Psychology,United States,Psychology,1
440527,1314,Evaluation & the Health Professions,United States,Psychology,1
343621,1068,The Information Society,United States,"Interdisciplinary research in the Social Sciences, Media Studies and Communication",2
448149,331,Winterthur portfolio,United States,Art and Art History,1
438345,1381,Basic and Applied Social Psychology,United States,Psychology,1
441040,2803,Habitat International: a journal for the study of human settlements,United States,Human Geography and Urban Studies,1
485041,83,Journal of Research in Gender Studies,United States,"Gender Studies, Literature, Sociology",3
442314,2375,Journal for the Scientific Study of Religion,United States,Religious Studies and Theology,1
442311,1574,Journal for Research in Mathematics Education,United States,Pedagogical & Educational Research,1
442333,2132,Journal of Accounting Research,United States,"Business and Management, Economics",2
447573,566,The International Journal of Aviation Psychology,United States,Psychology,1
447571,704,The international journal for the psychology of religion,United States,Religious Studies and Theology,1
343423,562,Social Analysis: The International Journal of Anthropology,United States,Anthropology,1
445666,2668,Personnel Psychology,United States,Psychology,1
439910,760,Diplomacy & Statecraft,United States,History,1
439791,2293,Death Studies,United States,Psychology,1
470955,277,Bulletin for Biblical Research,United States,"History, Literature, Religious Studies and Theology",3
445749,1387,Philosophy of the Social Sciences,United States,"History & Philosophy of Science, Philosophy",2
341835,3027,Research Quarterly for Exercise and Sport,United States,Psychology,1
440252,63,"English Literature in Transition, 1880-1920",United States,Literature,1
443588,569,Journal of Positive Behavior Interventions,United States,Psychology,1
443256,5789,Journal of Marketing,United States,"Business and Management, Economics",2
437619,1208,American Literary History,United States,Literature,1
483756,361,Thought: A Journal of Philosophy,United States,Philosophy,1
447245,172,Studies in African Linguistics,United States,Linguistics,1
471652,519,Social Psychology,United States,Psychology,1
447471,594,The American Journal of Legal History,United States,History,1
342965,982,Annual Review of Anthropology,United States,Anthropology,1
478100,402,Education and Treatment of Children,United States,Pedagogical & Educational Research,1
499571,21,Journal of Asia-Pacific Pop Culture,United States,"Art and Art History, Gender Studies, Film and Theatre Studies",3
443314,334,Journal of medieval and early modern studies,United States,"Art and Art History, History, Literature",3
442343,1630,Journal of Advertising,United States,Media Studies and Communication,1
439886,89,Dickens Quarterly,United States,Literature,1
342543,1997,The International Journal of Aging & Human Development,United States,Psychology,1
449251,423,Journal of Personal Selling & Sales Management,United States,Business and Management,1
477864,516,Museum Anthropology,United States,"Anthropology, Art and Art History, Cultural Studies, Media Studies and Communication",4
477853,628,Journal of Hospitality Marketing & Management,United States,Business and Management,1
438835,546,Canadian Journal of Law & Jurisprudence,United States,Law,1
448045,557,Victorian Studies,United States,"Literature, History",2
438847,2036,Canadian journal of political science,United States,Political Sciences and International Relations,1
447718,658,Theatre Survey,United States,"Film and Theatre Studies, Literature",2
496781,252,International Journal of Educational Methodology,United States,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
504670,37,Journal of Modern Philosophy,United States,"History, History & Philosophy of Science, Philosophy",3
440307,7973,Epilepsy & Behavior,United States,Psychology,1
416781,792,Political Analysis,United States,Political Sciences and International Relations,1
470707,779,Public Policy and Administration,United States,"Political Sciences and International Relations, Sociology",2
494656,167,European Journal of Management and Business Economics,United States,"Business and Management, Economics",2
478101,514,Research and Practice for Persons with Severe Disabilities,United States,Psychology,1
451727,284,Theoria: A Journal of Social and Political Theory,United States,"Philosophy, Political Sciences and International Relations",2
447563,351,The Henry James Review,United States,Literature,1
483767,124,History of the Present: A Journal of Critical History,United States,History,1
468904,39,MIS Quarterly Executive,United States,Business and Management,1
476418,87,Medieval Feminist Forum (MFF),United States,Gender Studies,1
490497,12,Journal of World Philosophies (Formerly: Confluence: Online Journal of World Philosophies),United States,"Cultural Studies, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities",4
440095,1207,Educational Policy,United States,Pedagogical & Educational Research,1
439282,1660,Communication Research,United States,Media Studies and Communication,1
419427,1176,Anthrozoos,United States,Anthropology,1
440006,3380,Early Childhood Education Journal,United States,Pedagogical & Educational Research,1
342049,3196,Games and Economic Behavior,United States,"Business and Management, Economics",2
445321,79,Nuevo Texto Crítico,United States,Literature,1
475008,274,Russian Journal of Communication,United States,"Cultural Studies, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
341517,2647,Journal of Aesthetics and Art Criticism,United States,"Philosophy, Art and Art History",2
442125,1495,International Studies Review,United States,Political Sciences and International Relations,1
444319,1007,Latin American Antiquity,United States,"Anthropology, Archaeology, Art and Art History, History",4
471036,241,Quarterly Journal of Political Science,United States,"Political Sciences and International Relations, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",3
485063,670,Journal of leadership & organizational studies,United States,"Business and Management, Interdisciplinary research in the Social Sciences",2
341105,2299,Journal of Quaternary Science,United States,Archaeology,1
444545,1143,Manufacturing & Service Operations Management,United States,Business and Management,1
343412,6107,Psychophysiology,United States,Psychology,1
339775,5039,Psychological Science,United States,Psychology,1
438805,446,"Camera Obscura: Feminism, Culture, and Media Studies",United States,Gender Studies,1
442833,1094,Journal of Employment Counseling,United States,Psychology,1
341263,3867,Quaternary Research,United States,"Archaeology, Environmental Studies",2
340302,1833,Suicide and Life-Threatening Behaviour,United States,Psychology,1
448161,1982,Women & health,United States,Gender Studies,1
433928,1009,Journal of Family History,United States,History,1
475656,125,Social Issues and Policy Review,United States,Psychology,1
499292,434,Psychology of Sexual Orientation and Gender Diversity,United States,Psychology,1
444782,518,Metaphor and Symbol,United States,Linguistics,1
445291,460,Nova Religio,United States,Religious Studies and Theology,1
417466,298,Youth Theatre Journal,United States,Literature,1
447284,179,Studies in the Novel,United States,Literature,1
448171,325,Women's Studies Quarterly,United States,Gender Studies,1
437975,9368,Arabian Archaeology and Epigraphy,United States,Archaeology,1
444431,676,Linguistic Inquiry,United States,Linguistics,1
442434,4672,Journal of Applied Social Psychology,United States,Psychology,1
443188,677,"Journal of Language, Identity & Education",United States,Linguistics,1
442790,52,Journal of Ecumenical Studies,United States,Religious Studies and Theology,1
501795,7,The Lonergan Review,United States,"Religious Studies and Theology, Interdisciplinary research in the Humanities",2
501795,6,The Lonergan Review,United States,"Religious Studies and Theology, Interdisciplinary research in the Humanities",2
475081,465,The Review of International Organizations,United States,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
451606,182,Romanic Review,United States,"Linguistics, Literature",2
444894,893,MFS: Modern Fiction Studies,United States,Literature,1
444766,143,Merrill-Palmer quarterly,United States,Psychology,1
444766,299,Merrill-Palmer quarterly,United States,Psychology,1
475732,195,Forum for Health Economics & Policy,United States,Economics,1
499192,1048,Community College Review,United States,Pedagogical & Educational Research,1
440958,544,Gestalt Review,United States,"Gender Studies, Cultural Studies, Political Sciences and International Relations, Philosophy, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",7
445740,354,Philosophy & Public Affairs,United States,Philosophy,1
441080,1973,Health Education & Behavior,United States,Psychology,1
438754,1076,Business & Society,United States,"Business and Management, Economics",2
443776,1695,The Journal of special education,United States,Pedagogical & Educational Research,1
445251,1698,Nonprofit and Voluntary Sector Quarterly,United States,Sociology,1
442852,720,Journal of English Linguistics,United States,Linguistics,1
439106,445,Civil War history,United States,History,1
414541,1080,Journal of Economics and Management Strategy,United States,"Business and Management, Economics",2
444137,5948,"The journals of gerontology. Series A, Biological sciences and medical sciences",United States,Psychology,1
444138,3310,"The journals of gerontology. Series B, Psychological sciences and social sciences",United States,Psychology,1
446909,1575,Shakespeare Quarterly,United States,Literature,1
483790,644,TESOL Journal (TJ),United States,Linguistics,1
442558,24594,Journal of Chemical Education,United States,Pedagogical & Educational Research,1
446013,1519,Prevention Science,United States,Psychology,1
477273,312,Entrepreneurship Research Journal,United States,"Economics, Interdisciplinary research in the Social Sciences",2
468245,534,Journal of Economic Inequality,United States,"Economics, Political Sciences and International Relations",2
471802,710,"Psychology of Aesthetics, Creativity, and the Arts",United States,"Art and Art History, Psychology",2
340540,2434,Social Science Research,United States,Interdisciplinary research in the Social Sciences,1
341960,6507,Nature Neuroscience,United States,Psychology,1
341413,2545,Journal of Clinical and Experimental Neuropsychology,United States,Psychology,1
451126,724,a/b: Auto/Biography Studies,United States,"Literature, Interdisciplinary research in the Humanities",2
443065,959,Journal of Hospitality & Tourism Research,United States,"Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",3
485043,103,Contemporary Readings in Law and Social Justice,United States,"Law, Political Sciences and International Relations, Sociology",3
485042,109,"Geopolitics, History, and International Relations",United States,"History, Political Sciences and International Relations",2
340096,838,The Journal of Legislative Studies,United States,"Law, Political Sciences and International Relations",2
441956,2649,International journal of offender therapy and comparative criminology,United States,Psychology,1
497550,161,Teaching Ethics,United States,"Pedagogical & Educational Research, Philosophy",2
341197,3078,Journal of Asian Studies,United States,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
440947,333,German Politics and Society,United States,"Cultural Studies, Political Sciences and International Relations",2
500415,9,Journal of Austrian-American History,United States,"Anthropology, Art and Art History, History, History & Philosophy of Science, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Political Sciences and International Relations, Science and Technology Studies, Sociology, Human Geography and Urban Studies, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",15
501793,71,Journal of Interdisciplinary Studies,United States,"Philosophy, Religious Studies and Theology",2
441179,1487,Historical Archaeology,United States,Archaeology,1
451618,272,Arthuriana,United States,Literature,1
439185,1260,Clinical Psychology,United States,Psychology,1
482309,106,I Tatti Studies,United States,Art and Art History,1
444645,427,Mathematical Thinking and Learning,United States,Pedagogical & Educational Research,1
443319,2171,Journal of Memory and Language,United States,"Linguistics, Psychology",2
341014,2189,Organizational Behavior and Human Decision Processes,United States,Psychology,1
475711,903,Social Theory and Practice,United States,Philosophy,1
479765,63,"West 86th: A Journal of Decorative Arts, Design History, and Material Culture",United States,Interdisciplinary research in the Humanities,1
444326,44,Latin American Theatre Review,United States,Literature,1
499058,135,Decision,United States,Business and Management,1
439861,801,Developmental Review,United States,Psychology,1
442396,1024,Journal of Anthropological Research,United States,"Archaeology, Anthropology",2
443061,2817,Journal of Homosexuality,United States,Gender Studies,1
487009,39,Jewish Film & New Media: An International Journal,United States,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
446387,2203,Religious Education,United States,Religious Studies and Theology,1
437942,1930,Applied Psychological Measurement,United States,Psychology,1
469856,401,Teaching Philosophy,United States,"Pedagogical & Educational Research, Philosophy",2
446970,2467,"Slavic Review: Interdisciplinary Quarterly of Russian, Eurasian, and East European Studies",United States,"Art and Art History, History, Literature",3
446993,1539,Social Compass,United States,Religious Studies and Theology,1
412103,2219,Psychology & Marketing,United States,"Business and Management, Psychology",2
437631,8215,American Psychologist,United States,Psychology,1
442418,2017,Journal of Applied Gerontology,United States,Psychology,1
441269,715,Human Nature. An interdisciplinary biosocial perspective,United States,"Sociology, Psychology, Interdisciplinary research in the Social Sciences",3
499310,1,Creativity,United States,"History, Cultural Studies, Sociology, Linguistics, Literature, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",8
428231,1841,Journal of Psychoeducational Assessment,United States,"Pedagogical & Educational Research, Psychology",2
446406,1190,Representations,United States,"Literature, Art and Art History, History",3
443741,1666,Journal of Social History,United States,History,1
439382,1765,Computer Applications in Engineering Education,United States,Pedagogical & Educational Research,1
437820,584,Annual Review of Applied Linguistics,United States,Linguistics,1
450926,67,Film and Philosophy : Journal of the Society for the Philosophic Study of the Contemporary Visual Arts (SPSCVA),United States,"Film and Theatre Studies, Philosophy",2
470229,388,Journal of Wine Economics,United States,"Business and Management, Economics, Environmental Studies",3
443707,5695,Journal of School Health,United States,Pedagogical & Educational Research,1
439560,1780,Criminology (Beverly Hills),United States,Philosophy,1
439608,1050,Critique: Studies in Contemporary Fiction,United States,Literature,1
437571,741,American Journal of Education,United States,Pedagogical & Educational Research,1
444109,944,Journal of Women & Aging,United States,Gender Studies,1
447629,3109,The Modern Language Journal,United States,"Pedagogical & Educational Research, Linguistics",2
446208,2001,Psychology of Sport And Exercise,United States,Psychology,1
487403,20,Serbian Studies,United States,"Cultural Studies, Interdisciplinary research in the Humanities",2
439147,522,Clinical Child and Family Psychology Review,United States,Psychology,1
447391,50,Techné: Research in Philosophy and Technology,United States,"Philosophy, Science and Technology Studies",2
449310,2688,Educational Researcher,United States,Pedagogical & Educational Research,1
479769,111,The Harvard Review of Philosophy,United States,Philosophy,1
437932,748,Applied Measurement in Education,United States,Pedagogical & Educational Research,1
442973,1622,Journal of Gambling Studies,United States,"Sociology, Psychology",2
499429,52,Pennsylvania History A Journal of Mid-Atlantic Studies,United States,History,1
343328,5133,Schizophrenia Bulletin,United States,Psychology,1
442147,1375,Intervention in School and Clinic,United States,Pedagogical & Educational Research,1
498415,446,Archeological Papers of the American Anthropological Association,United States,"Anthropology, Archaeology",2
499207,4,Revista Internacional de Ciencias Sociales Interdisciplinares,United States,"Law, Political Sciences and International Relations, Sociology, Linguistics, Interdisciplinary research in the Social Sciences",5
443735,1082,Journal of Small Business Management,United States,Business and Management,1
443743,1046,Journal of Social Philosophy,United States,Philosophy,1
341605,3902,Journal of Youth and Adolescence,United States,"Psychology, Pedagogical & Educational Research",2
444293,1844,Language in society,United States,"Anthropology, Linguistics",2
446900,1221,Sexual abuse. A Journal of Research and Treatment,United States,Psychology,1
443201,759,Journal of Lesbian Studies,United States,Gender Studies,1
443417,863,Journal of nonverbal behavior,United States,Psychology,1
499567,231,Journal of Eastern Mediterranean Archaeology and Heritage Studies,United States,"Anthropology, Archaeology, History, Cultural Studies",4
500418,76,The Arthur Miller Journal,United States,"Film and Theatre Studies, Literature",2
444284,429,Language Acquisition,United States,Linguistics,1
438753,472,Business and Professional Ethics Journal,United States,"Business and Management, Philosophy",2
439032,1007,Child Maltreatment (CM),United States,Psychology,1
440090,2547,Educational Gerontology,United States,Pedagogical & Educational Research,1
499600,75,Journal of Africana Religions,United States,"Anthropology, Gender Studies, History, Cultural Studies, Political Sciences and International Relations, Sociology, Religious Studies and Theology",7
483673,15,Catedral Tomada.Journal of Latin American Literary Criticism,United States,"Interdisciplinary research in the Humanities, Literature",2
443823,5742,Journal of Symbolic Logic (JSL),United States,"History & Philosophy of Science, Philosophy",2
340099,2662,Journal of Teacher Education,United States,Pedagogical & Educational Research,1
340057,953,East European Politics and Societies,United States,History,1
445481,790,Organizational Research Methods,United States,Psychology,1
342219,852,European Psychologist,United States,Psychology,1
443838,271,Journal of Technology Education,United States,"Media Studies and Communication, Science and Technology Studies, Pedagogical & Educational Research",3
481461,123,Religion and Society: Advances in Research,United States,Religious Studies and Theology,1
444377,347,Legal Theory,United States,Philosophy,1
341341,2673,American Ethnologist,United States,Anthropology,1
341783,2318,Journal of Urban Economics,United States,"Economics, Human Geography and Urban Studies",2
441270,2764,Human Organization,United States,Anthropology,1
470652,268538,PLOS ONE,United States,"Anthropology, Archaeology, Demography, Environmental Studies, History & Philosophy of Science, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences, Psychology, Sociology",9
490723,844,Administration Theory and Praxis (ATP),United States,"Business and Management, Political Sciences and International Relations",2
499481,87,Journal of Catholic Social Thought,United States,"Political Sciences and International Relations, Sociology, Religious Studies and Theology",3
441561,3873,Industrial & labor relations review,United States,Business and Management,1
443867,2462,Journal of the American Oriental Society,United States,"Archaeology, Art and Art History, Classical Studies, Cultural Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Religious Studies and Theology",10
441570,4024,Industrial Marketing Management,United States,"Business and Management, Economics",2
476435,568,Journal of Research on Technology in Education,United States,Pedagogical & Educational Research,1
481105,2132,JAMA psychiatry,United States,Pedagogical & Educational Research,1
446212,3906,Psychonomic Bulletin & Review,United States,Psychology,1
442623,460,Journal of Cold War Studies,United States,History,1
444574,1742,Marketing science,United States,"Business and Management, Economics",2
439280,1423,Communication Quarterly,United States,Linguistics,1
443684,1123,Journal of research in crime and delinquency,United States,"Sociology, Interdisciplinary research in the Social Sciences",2
340048,3676,Journal of Research in Science Teaching,United States,Pedagogical & Educational Research,1
341346,6139,Psychosomatic Medicine,United States,Psychology,1
446911,132,Shaw,United States,"Film and Theatre Studies, Literature",2
485459,304,"French Politics, Culture & Society",United States,"History, Cultural Studies",2
342064,1941,International Journal of Behavioral Development,United States,Psychology,1
484106,20,Essays in the Philosophy of Humanism,United States,"Philosophy, Religious Studies and Theology",2
443638,538,Journal of Public Relations Research,United States,Media Studies and Communication,1
451151,67,Journal of Dramatic Theory and Criticism,United States,Literature,1
440723,436,Food and Foodways,United States,"History & Philosophy of Science, History",2
485032,213,Journal of Experimental Political Science,United States,Political Sciences and International Relations,1
440762,471,Forum Italicum,United States,Literature,1
439765,751,Daedalus,United States,History,1
447555,732,The Germanic Review,United States,Literature,1
498436,22,International Yeats Studies,United States,Literature,1
