OC_omid,issn,EP_id,Publications_in_venue,Open Access
65050538,"['1467-9280', '0956-7976']",339775,5039,Unknown
650514121,"['0270-5346', '1529-1510']",438805,446,Unknown
65051754,"['0022-0787', '2161-1920']",442833,1094,Unknown
6505612,"['0033-5894', '1096-0287']",341263,3867,Unknown
65060139,"['0363-0234', '1943-278X']",340302,1833,Unknown
65060169,"['0363-0242', '1541-0331']",448161,1982,Unknown
65060223,"['1552-5473', '0363-1990']",433928,1009,Unknown
650658826,"['1751-2409', '1751-2395']",475656,125,Unknown
6601174803,"['2329-0382', '2329-0390']",499292,434,Unknown
6601239374,"['1532-7868', '1092-6488']",444782,518,Unknown
6601239530,"['1541-8480', '1092-6690']",445291,460,Unknown
6601260374,"['0892-9092', '1948-4798']",417466,298,Unknown
6601474012,['1934-1512'],447284,179,Unknown
6601474075,['1934-1520'],448171,325,Unknown
6601573,"['0905-7196', '1600-6143', '1600-0471', '1600-6135']",437975,9368,Unknown
6601585204,"['1530-9150', '0024-3892']",444431,676,Unknown
6601653,"['1559-1816', '0021-9029']",442434,4672,Unknown
6601760846,"['1534-8458', '1532-7701']",443188,677,Unknown
6601782510,['2162-3937'],442790,52,Unknown
6601807952,['1948-4747'],501795,7,Unknown
6601807959,['1948-4755'],501795,6,Unknown
6601844936,"['1559-744X', '1559-7431']",475081,465,Unknown
6602189827,"['2688-5220', '0035-8118']",451606,182,Unknown
6602211425,['1080-658X'],444894,893,Unknown
6602266303,['0272-930X'],444766,143,Unknown
6701748508,['1535-0266'],444766,299,Unknown
66027029,"['2194-6191', '1558-9544']",475732,195,Unknown
66027031,"['1940-2325', '0091-5521']",499192,1048,Unknown
6602797116,"['1945-4023', '1084-8657']",440958,544,Unknown
6602843558,"['0048-3915', '1088-4963']",445740,354,Unknown
66028529,"['1552-6127', '1090-1981']",441080,1973,Unknown
66028584,"['1552-4205', '0007-6503']",438754,1076,Unknown
6602889,"['1538-4764', '0022-4669']",443776,1695,Unknown
66029679,"['0899-7640', '1552-7395']",445251,1698,Unknown
66029837,"['1552-5457', '0075-4242']",442852,720,Unknown
6603066359,['1533-6271'],439106,445,Unknown
66030989,"['1058-6407', '1530-9134']",414541,1080,Unknown
66031348,"['1758-535X', '1079-5006']",444137,5948,Unknown
66031370,"['1079-5014', '1758-5368']",444138,3310,Unknown
66032653,"['0037-3222', '1538-3555']",446909,1575,Unknown
6603520171,"['1949-3533', '1056-7941']",483790,644,Unknown
66039289,"['1938-1328', '0021-9584']",442558,24594,Unknown
66043512,"['1573-6695', '1389-4986']",446013,1519,Unknown
66048599,"['2157-5665', '2194-6175']",477273,312,Unknown
660545552,"['1573-8701', '1569-1721']",468245,534,Unknown
660552266,"['1931-3896', '1931-390X']",471802,710,Unknown
66062598,['0049-089X'],340540,2434,Unknown
66064112,"['1546-1726', '1097-6256']",341960,6507,Unknown
66064127,"['1380-3395', '1744-411X']",341413,2545,Unknown
660769049,"['2151-7290', '0898-9575']",451126,724,Unknown
660833205,"['1557-7554', '1096-3480']",443065,959,Unknown
660887106,['1948-9137'],485043,103,Unknown
660887125,['1948-9145'],485042,109,Unknown
660969555,"['1357-2334', '1743-9337']",340096,838,Unknown
6609998,"['0306-624X', '1552-6933']",441956,2649,Unknown
6701161485,['1544-4031'],497550,161,Unknown
6701203,"['1752-0401', '0021-9118']",341197,3078,Unknown
6701267606,"['1045-0300', '1558-5441']",440947,333,Unknown
6701392266,"['2475-0913', '2475-0905']",500415,9,Unknown
6701411201,['0890-0132'],501793,71,Unknown
67014229,"['0440-9213', '2328-1103']",441179,1487,Unknown
6701462085,['1934-1539'],451618,272,Unknown
67015490,"['0969-5893', '1468-2850']",439185,1260,Unknown
670162507,"['2037-6731', '0393-5949']",482309,106,Unknown
6701666833,"['1098-6065', '1532-7833']",444645,427,Unknown
67018633,['0749-596X'],443319,2171,Unknown
67018653,['0749-5978'],341014,2189,Unknown
6702213183,['0037-802X'],475711,903,Unknown
6702231984,"['2153-5558', '2153-5531']",479765,63,Unknown
6702502996,['2161-0576'],444326,44,Unknown
6702547996,"['2325-9973', '2325-9965']",499058,135,Unknown
670259949,['0273-2297'],439861,801,Unknown
67026033,"['2153-3806', '0091-7710']",442396,1024,Unknown
67026039,"['1540-3602', '0091-8369']",443061,2817,Unknown
6702798405,['2169-0324'],487009,39,Unknown
67028717,"['0034-4087', '1547-3201']",446387,2203,Unknown
67028982,"['0146-6216', '1552-3497']",437942,1930,Unknown
6702981535,['0145-5788'],469856,401,Unknown
67031353,"['2325-7784', '0037-6779']",446970,2467,Unknown
67031496,"['1461-7404', '0037-7686']",446993,1539,Unknown
67031578,"['0742-6046', '1520-6793']",412103,2219,Unknown
67032830,"['0003-066X', '1935-990X']",437631,8215,Unknown
67032919,"['0733-4648', '1552-4523']",442418,2017,Unknown
6703431154,"['1936-4776', '1045-6767']",441269,715,Unknown
6703864963,['2639-5614'],499310,1,Unknown
6704320,"['0734-2829', '1557-5144']",428231,1841,Unknown
6704340,"['0734-6018', '1533-855X']",446406,1190,Unknown
67046641,"['1527-1897', '0022-4529']",443741,1666,Unknown
67052519,"['1061-3773', '1099-0542']",439382,1765,Unknown
670545763,"['1471-6356', '0267-1905']",437820,584,Unknown
670547273,['1073-0427'],450926,67,Unknown
670550793,"['1931-4361', '1931-437X']",470229,388,Unknown
67055362,"['1746-1561', '0022-4391']",443707,5695,Unknown
6705597,"['0011-1384', '1745-9125']",439560,1780,Unknown
6705643,"['0011-1619', '1939-9138']",439608,1050,Unknown
670597525,"['1549-6511', '0195-6744']",437571,741,Unknown
670644247,"['1540-7322', '0895-2841']",444109,944,Unknown
67065581,"['1540-4781', '0026-7902']",447629,3109,Unknown
67065683,['1469-0292'],446208,2001,Unknown
670815674,['1941-9511'],487403,20,Unknown
670828787,"['1573-2827', '1096-4037']",439147,522,Unknown
670831743,['1091-8264'],447391,50,Unknown
6708591,"['0013-189X', '1935-102X']",449310,2688,Unknown
670963897,['1062-6239'],479769,111,Unknown
6801154695,"['0895-7347', '1532-4818']",437932,748,Unknown
68013215,"['1050-5350', '0742-0714', '1573-3602']",442973,1622,Unknown
6801509937,"['0031-4528', '2153-2109']",499429,52,Unknown
68015336,"['1745-1701', '0586-7614']",343328,5133,Unknown
68016916,"['1053-4512', '1538-4810']",442147,1375,Unknown
6801755254,"['1551-823X', '1551-8248']",498415,446,Unknown
6801821370,"['2474-6029', '2254-7207']",499207,4,Unknown
68020078,"['0047-2778', '1540-627X']",443735,1082,Unknown
68020080,"['1467-9833', '0047-2786']",443743,1046,Unknown
68020112,"['0047-2891', '1573-6601']",341605,3902,Unknown
68020153,"['0047-4045', '1469-8013']",444293,1844,Unknown
68021881,"['1573-286X', '0843-4611', '1079-0632']",446900,1221,Unknown
6802224625,"['1089-4160', '1540-3548']",443201,759,Unknown
6802269222,"['1573-3653', '0361-3496', '0191-5886']",443417,863,Unknown
6802348191,"['2166-3556', '2166-3548']",499567,231,Unknown
6802385427,"['1558-8831', '2333-3154']",500418,76,Unknown
6802562127,"['1532-7817', '1048-9223']",444284,429,Unknown
6802598163,['0277-2027'],438753,472,Unknown
6802632664,"['1552-6119', '1077-5595']",439032,1007,Unknown
68027372,"['1521-0472', '0360-1277']",440090,2547,Unknown
6802799339,"['2165-5413', '2165-5405']",499600,75,Unknown
6802815759,['2169-0847'],483673,15,True
6802830,"['0022-4812', '1943-5886']",443823,5742,Unknown
6802898,"['0022-4871', '1552-7816']",340099,2662,Unknown
68031268,"['0888-3254', '1533-8371']",340057,953,Unknown
68031564,"['1094-4281', '1552-7425']",445481,790,Unknown
6803240948,"['1016-9040', '1878-531X']",342219,852,Unknown
68033450,"['2331-4702', '1045-1064']",443838,271,True
6803435447,"['2150-9298', '2150-9301']",481461,123,True
6803532983,"['1352-3252', '1469-8048']",444377,347,Unknown
68035589,"['0094-0496', '1548-1425']",341341,2673,Unknown
68035651,['0094-1190'],341783,2318,Unknown
68037701,"['1938-3525', '0018-7259']",441270,2764,Unknown
68038897,['1932-6203'],470652,268538,True
680400208,"['1084-1806', '1949-0461']",490723,844,Unknown
680422017,['1548-0712'],499481,87,Unknown
6804263,"['2162-271X', '0019-7939']",441561,3873,Unknown
68043618,"['2169-2289', '0003-0279']",443867,2462,Unknown
6804383,['0019-8501'],441570,4024,Unknown
680459195,"['1539-1523', '1945-0818']",476435,568,Unknown
68052979,['2168-622X'],481105,2132,Unknown
6805445,"['1069-9384', '1531-5320']",446212,3906,Unknown
680635375,"['1520-3972', '1531-3298']",442623,460,Unknown
68063739,"['0732-2399', '1526-548X']",444574,1742,Unknown
68065958,"['0146-3373', '1746-4102']",439280,1423,Unknown
68067586,"['0022-4278', '1552-731X']",443684,1123,Unknown
68067660,"['1098-2736', '0022-4308']",340048,3676,Unknown
68069081,"['1534-7796', '0033-3174']",341346,6139,Unknown
680771092,"['1529-1480', '0741-5842']",446911,132,Unknown
680785996,"['1537-6370', '1558-5271']",485459,304,Unknown
6808430,"['0165-0254', '1464-0651']",342064,1941,Unknown
680909476,"['1522-7340', '2052-8388']",484106,20,Unknown
680970114,"['1532-754X', '1062-726X']",443638,538,Unknown
6901141970,['2165-2686'],451151,67,Unknown
6901226247,"['0740-9710', '1542-3484']",440723,436,Unknown
6901236906,"['2052-2630', '2052-2649']",485032,213,Unknown
6901379308,"['2168-989X', '0014-5858']",440762,471,Unknown
6901424567,"['1548-6192', '0011-5266']",439765,751,Unknown
6901580486,"['0016-8890', '1930-6962']",447555,732,Unknown
6901820382,['2475-9627'],498436,22,Unknown
6901855004,"['2689-4092', '2689-4084']",503825,185,Unknown
6901957909,"['2329-7670', '2329-7662']",494618,419,Unknown
6901988871,"['2352-6963', '0098-2474']",451879,120,Unknown
6901988965,"['0098-2601', '1086-3192']",440113,219,Unknown
6901996466,"['0748-1756', '1947-6302']",444667,676,Unknown
6902179120,['1938-7849'],478481,394,True
6902634277,['2325-6044'],488201,6,Unknown
6902785407,"['1552-5406', '1043-9862']",442694,839,Unknown
69028659,"['1464-505X', '0003-3790']",340361,1556,Unknown
69031500,"['1945-5755', '0033-8222']",339906,4248,Unknown
69033034,"['1552-8448', '1077-8012']",448049,2331,Unknown
6903313248,['0163-4275'],341946,856,Unknown
69034449,"['0013-161X', '1552-3519']",440087,1352,Unknown
6903508,"['1934-3876', '0021-9231']",343501,1848,Unknown
69039189,['0014-4983'],440591,1245,Unknown
69039210,"['1545-5300', '0014-7370']",343239,2642,Unknown
690422600,"['0886-7356', '1548-1360']",439638,943,True
69042315,"['0002-7316', '2325-5064']",437536,5017,Unknown
69045455,"['1475-6811', '1350-4126']",445662,1065,Unknown
69045565,"['0898-2643', '1552-6887']",342541,1820,Unknown
69053521,"['1868-8527', '1868-8535']",477038,1795,Unknown
69053561,"['0011-7315', '1540-5915']",439793,2403,Unknown
690637457,"['0270-6679', '1936-4717', '1098-092X']",440845,504,Unknown
69070633,"['0361-1434', '1558-1500']",441437,1323,Unknown
690958614,"['1867-1233', '1042-1726']",474964,531,Unknown
