EP_id,Publications_in_venue,Original Title,Country of Publication,ERIH PLUS Disciplines,disc_count
446345,798,Reading & Writing Quarterly,United Kingdom,Pedagogical & Educational Research,1
440410,550,European History Quarterly,United Kingdom,History,1
440842,900,Gender & Development,United Kingdom,Gender Studies,1
480635,350,Porn Studies,United Kingdom,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
468595,488,Improving Schools,United Kingdom,Pedagogical & Educational Research,1
447745,2223,"Theory, Culture and Society. Explorations in Critical Social Science",United Kingdom,Anthropology,1
440623,583,Feminist Theory,United Kingdom,Gender Studies,1
340457,980,Childhood,United Kingdom,Pedagogical & Educational Research,1
475541,364,European Political Science Review,United Kingdom,Political Sciences and International Relations,1
444708,1896,Medical history,United Kingdom,"History, History & Philosophy of Science",2
343636,1223,Journal of Anthropological Archaeology,United Kingdom,"Anthropology, Archaeology",2
421889,593,Economics & Politics,United Kingdom,"Economics, Political Sciences and International Relations",2
470007,718,Mobilities,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
342223,682,Journal of Religious History,United Kingdom,Religious Studies and Theology,1
484015,775,Scottish Affairs,United Kingdom,Political Sciences and International Relations,1
442485,790,Journal of Beliefs and Values,United Kingdom,"Religious Studies and Theology, Pedagogical & Educational Research",2
438098,907,Art History,United Kingdom,Art and Art History,1
438798,880,Cambridge Archaeological Journal,United Kingdom,"Archaeology, Anthropology",2
442803,1608,Journal of Educational Measurement,United Kingdom,"Pedagogical & Educational Research, Psychology",2
485604,296,Transnational Environmental Law,United Kingdom,Law,1
439475,680,Contemporary British History,United Kingdom,History,1
483762,76,Durkheimian Studies,United Kingdom,Sociology,1
440662,351,Financial History Review,United Kingdom,History,1
416348,875,Textual Practice,United Kingdom,Literature,1
476982,47,Short Film Studies,United Kingdom,"Film and Theatre Studies, Media Studies and Communication",2
476687,160,Journal of Scandinavian Cinema,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
477661,188,Hospitality & Society,United Kingdom,"Business and Management, Sociology",2
443198,448,Journal of Legal History,United Kingdom,History,1
441757,760,International Journal of Art & Design Education,United Kingdom,Pedagogical & Educational Research,1
436085,795,Journal of Workplace Learning,United Kingdom,Pedagogical & Educational Research,1
445848,926,Planning Perspectives,United Kingdom,Art and Art History,1
470574,82,Journal of Youth and Theology,United Kingdom,"Interdisciplinary research in the Social Sciences, Religious Studies and Theology",2
485785,241,Asian Cinema,United Kingdom,Film and Theatre Studies,1
469861,130,Linguistics and the Human Sciences,United Kingdom,"Interdisciplinary research in the Social Sciences, Linguistics",2
442038,288,International Journal of Systematic Theology,United Kingdom,Religious Studies and Theology,1
341737,7297,Journal of Epidemiology and Community Health,United Kingdom,"Economics, Psychology",2
341125,1419,School Psychology International,United Kingdom,Psychology,1
484094,155,Holy Land Studies: A Multidisciplinary Journal,United Kingdom,Religious Studies and Theology,1
439531,1221,Corporate governance. An International Review,United Kingdom,Business and Management,1
426559,1010,International Journal of Selection and Assessment,United Kingdom,Psychology,1
341947,11872,Addiction,United Kingdom,Psychology,1
471870,407,Translation Studies,United Kingdom,"Interdisciplinary research in the Humanities, Linguistics, Literature",3
476909,668,Global Discourse,United Kingdom,"Political Sciences and International Relations, Sociology, Interdisciplinary research in the Social Sciences",3
478609,833,Dialogues in Human Geography,United Kingdom,Human Geography and Urban Studies,1
471814,1556,"Education 3-13: International Journal of Primary, Elementary and Early Years Education",United Kingdom,Pedagogical & Educational Research,1
440005,4251,Early Child Development and Care,United Kingdom,"Psychology, Pedagogical & Educational Research",2
439305,419,Comparative American Studies,United Kingdom,Literature,1
485377,463,Cogent Arts & Humanities,United Kingdom,"Gender Studies, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Literature, Interdisciplinary research in the Humanities",6
491384,217,International Journal of Care and Caring,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
441718,472,International Finance,United Kingdom,"Business and Management, Economics, Human Geography and Urban Studies",3
415410,1409,Experimental Aging Research,United Kingdom,Psychology,1
341081,2293,Health Care for Women International,United Kingdom,Gender Studies,1
470910,487,International Political Sociology,United Kingdom,"Political Sciences and International Relations, Sociology",2
474731,240,Corpora,United Kingdom,Linguistics,1
503944,1,"African Journal of Religion, Philosophy and Culture",United Kingdom,Religious Studies and Theology,1
477418,172,First World War Studies,United Kingdom,"History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
478837,258,Terrae Incognitae,United Kingdom,"Environmental Studies, History",2
438645,1566,British Journal of Educational Studies,United Kingdom,Pedagogical & Educational Research,1
438650,1707,British Journal of Industrial Relations,United Kingdom,Business and Management,1
438653,1304,British Journal of Mathematical & Statistical Psychology,United Kingdom,Psychology,1
474953,72,The Soundtrack,United Kingdom,"Film and Theatre Studies, Media Studies and Communication, Musicology",3
485263,157,Health and Social Care Chaplaincy,United Kingdom,"Interdisciplinary research in the Social Sciences, Religious Studies and Theology",2
441904,976,International Journal of Leadership in Education,United Kingdom,Pedagogical & Educational Research,1
441909,1484,International Journal of Lifelong Education,United Kingdom,Pedagogical & Educational Research,1
441925,4197,International Journal of Mathematical Education in Science and Technology,United Kingdom,Pedagogical & Educational Research,1
438635,1077,British Journal for the History of Philosophy,United Kingdom,Philosophy,1
440076,1876,Education + Training,United Kingdom,Pedagogical & Educational Research,1
503943,7,Journal of African Education (JAE),United Kingdom,"Library and Information Science, Linguistics, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
438299,1959,Autism,United Kingdom,Psychology,1
340242,585,Medieval Archaeology,United Kingdom,"Art and Art History, Archaeology",2
480192,227,Somatechnics,United Kingdom,"Interdisciplinary research in the Humanities, Literature",2
483650,174,Journal for the Study of Spirituality,United Kingdom,"Cultural Studies, Philosophy",2
341953,666,"Logopedics, Phoniatrics, Vocology",United Kingdom,"Pedagogical & Educational Research, Linguistics",2
341858,1786,Social Studies of Science,United Kingdom,"Philosophy, History & Philosophy of Science",2
479022,143,Journal of Human Rights and the Environment,United Kingdom,"Anthropology, Law, Environmental Studies, Human Geography and Urban Studies",4
447432,685,Tertiary Education and Management,United Kingdom,"Business and Management, Pedagogical & Educational Research",2
441873,3257,International Journal of Hospitality Management,United Kingdom,"Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",3
487028,78,Studies in Spanish & Latin American Cinemas (SLAC),United Kingdom,"Cultural Studies, Film and Theatre Studies",2
343512,10080,Neuropsychologia,United Kingdom,Psychology,1
483086,256,International Journal of Francophone Studies,United Kingdom,"Cultural Studies, Human Geography and Urban Studies, Literature, Political Sciences and International Relations",4
448059,763,Visual Anthropology,United Kingdom,"Art and Art History, Anthropology",2
476973,113,Studies in Comics,United Kingdom,"Art and Art History, Cultural Studies",2
486833,109,Horror Studies,United Kingdom,"Cultural Studies, Film and Theatre Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication",4
489739,221,Studies in East European Cinema,United Kingdom,"Cultural Studies, Film and Theatre Studies",2
470230,429,International Journal of Prisoner Health,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
439481,828,Contemporary European History,United Kingdom,History,1
487637,291,Open Library of Humanities,United Kingdom,"Anthropology, Archaeology, Art and Art History, Classical Studies, Cultural Studies, Film and Theatre Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Library and Information Science, Linguistics, Literature, Media Studies and Communication, Musicology, Pedagogical & Educational Research, Philosophy, Political Sciences and International Relations, Psychology, Religious Studies and Theology, Sociology",21
446994,1330,Social Development,United Kingdom,Psychology,1
443860,723,Journal of the American Institute for Conservation,United Kingdom,"Archaeology, Art and Art History",2
444697,615,Media History,United Kingdom,History,1
484109,112,The Chinese Historical Review,United Kingdom,"History, Cultural Studies",2
442104,947,International Review of Mission,United Kingdom,Religious Studies and Theology,1
451775,739,Fashion Theory,United Kingdom,Gender Studies,1
440992,359,Gothic Studies,United Kingdom,Literature,1
470548,439,Ethnography and Education,United Kingdom,Pedagogical & Educational Research,1
487031,81,Studies in South Asian Film & Media,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
447578,1618,International Journal of Nautical Archaeology,United Kingdom,Archaeology,1
496932,105,Scottish Church History,United Kingdom,"History, Religious Studies and Theology",2
470925,93,Fieldwork in Religion,United Kingdom,Religious Studies and Theology,1
480212,67,Comparative Islamic Studies,United Kingdom,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
468623,322,Journal of Mediterranean Archaeology,United Kingdom,Archaeology,1
474357,91,"Body, Space & Technology",United Kingdom,Science and Technology Studies,1
484974,59,Britain and the World: Historical Journal of The British Scholar Society,United Kingdom,History,1
439033,1098,Child Neuropsychology: A Journal of Normal and Abnormal Development in Childhood and Adolescence,United Kingdom,Psychology,1
476938,386,Journal of War and Culture Studies,United Kingdom,History,1
482184,786,Tel Aviv: Journal of the Institute of Archaeology of Tel Aviv,United Kingdom,Archaeology,1
439222,651,Cognitive Behaviour Therapy,United Kingdom,Psychology,1
343221,1808,British Journal of Political Science,United Kingdom,Political Sciences and International Relations,1
443030,1000,Journal of Health Organisation and Management,United Kingdom,"Business and Management, Interdisciplinary research in the Social Sciences",2
480841,227,Classroom Discourse,United Kingdom,Linguistics,1
444002,972,Journal of the Warburg and Courtauld Institutes,United Kingdom,Interdisciplinary research in the Humanities,1
471936,262,Photography and Culture,United Kingdom,Art and Art History,1
444721,6049,Medical Teacher,United Kingdom,Pedagogical & Educational Research,1
449614,1381,Employee Relations,United Kingdom,Psychology,1
422307,1926,British Journal of Sociology of Education,United Kingdom,Pedagogical & Educational Research,1
447276,434,Studies in science education,United Kingdom,Pedagogical & Educational Research,1
470865,326,"Education, Citizenship and Social Justice",United Kingdom,Pedagogical & Educational Research,1
341294,1727,International Review of Administrative Sciences,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
487794,542,Journal of Public Mental Health,United Kingdom,"Demography, Environmental Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Psychology, Social Statistics and Informatics",6
440446,579,European journal of industrial relations,United Kingdom,"Business and Management, Sociology",2
437275,805,Adaptive Behavior,United Kingdom,Psychology,1
484903,491,Journal of British Cinema & Television,United Kingdom,"Film and Theatre Studies, Media Studies and Communication",2
476664,540,Journal of Service Management (JOSM),United Kingdom,Business and Management,1
484918,167,Language & History,United Kingdom,"Cultural Studies, History & Philosophy of Science, Interdisciplinary research in the Humanities, Linguistics, Pedagogical & Educational Research, Philosophy",6
440981,749,"Globalisation, Societies and Education",United Kingdom,Pedagogical & Educational Research,1
444158,533,Kantian Review,United Kingdom,Philosophy,1
339888,2390,Bulletin of the School of Oriental and African Studies,United Kingdom,"History, Interdisciplinary research in the Humanities",2
443724,1374,Journal of Services Marketing,United Kingdom,"Business and Management, Economics",2
446200,2815,"Psychology and Psychotherapy: Theory, Research and Practice",United Kingdom,Psychology,1
340478,2081,New Testament Studies,United Kingdom,Religious Studies and Theology,1
480616,140,Architectural Histories,United Kingdom,"Art and Art History, Interdisciplinary research in the Humanities",2
341056,5890,International Journal of Child Abuse & Neglect,United Kingdom,Psychology,1
445024,1031,Names: A Journal of Onomastics,United Kingdom,Linguistics,1
493447,1079,Legal Studies,United Kingdom,Law,1
343162,1521,British Journal of Developmental Psychology,United Kingdom,Psychology,1
440512,1089,European Romantic Review,United Kingdom,Literature,1
442882,3180,Journal of Ethnic and Migration Studies,United Kingdom,History,1
449483,845,Career Development International,United Kingdom,Psychology,1
478295,165,Journal of Applied Linguistics and Professional Practice,United Kingdom,Linguistics,1
480810,78,Philosophy of Photography,United Kingdom,"Philosophy, Interdisciplinary research in the Social Sciences, Media Studies and Communication",3
448187,1577,World Englishes,United Kingdom,Linguistics,1
425995,2160,Annals of Behavioral Medicine,United Kingdom,Psychology,1
442414,1791,Journal of applied econometrics,United Kingdom,"Business and Management, Economics",2
444291,612,Language Awareness,United Kingdom,Linguistics,1
451173,409,Costume - Journal of the Costume Society,United Kingdom,History,1
417780,410,Journal of Political Ideologies,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Humanities",2
443191,573,Journal of Latin American Cultural Studies,United Kingdom,"Anthropology, Gender Studies, Media Studies and Communication, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",6
340591,3148,Strategic Management Journal,United Kingdom,"Business and Management, Economics",2
439916,1495,Discourse: Studies in the Cultural Politics of Education,United Kingdom,Pedagogical & Educational Research,1
440010,374,Early Medieval Europe,United Kingdom,"Art and Art History, History",2
444890,760,Modern & Contemporary France,United Kingdom,"Literature, History",2
445846,194,Plainsong and Medieval Music,United Kingdom,Musicology,1
470607,53,Proceedings of the Society of Antiquaries of Scotland,United Kingdom,"Art and Art History, Archaeology",2
447659,162,The Pomegranate,United Kingdom,Religious Studies and Theology,1
483085,59,Sculpture Journal,United Kingdom,Art and Art History,1
341945,1851,Journal of Curriculum Studies,United Kingdom,Pedagogical & Educational Research,1
439047,2591,The China Quarterly,United Kingdom,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
342504,7640,World Development,United Kingdom,"Economics, Political Sciences and International Relations, Environmental Studies, Human Geography and Urban Studies",4
443053,1456,Journal of Historical Geography,United Kingdom,History,1
438799,1302,Cambridge Journal of Education,United Kingdom,Pedagogical & Educational Research,1
436761,1577,Compare,United Kingdom,Pedagogical & Educational Research,1
489167,9,Journal of British and Irish Innovative Poetry,United Kingdom,Literature,1
417129,2037,Journal of Agricultural Economics (JAE),United Kingdom,Business and Management,1
442175,660,Irish Political Studies,United Kingdom,History,1
475306,441,Intellectual History Review,United Kingdom,Philosophy,1
503939,9,"African Journal of Gender, Society and Development",United Kingdom,Gender Studies,1
503938,14,African Journal of Development Studies(AJDS),United Kingdom,"Economics, Interdisciplinary research in the Social Sciences",2
433105,794,Science in Context,United Kingdom,History & Philosophy of Science,1
422802,2557,Evaluation and Program Planning,United Kingdom,"Pedagogical & Educational Research, Psychology",2
438031,1002,Archives Europeennes de Sociologie,United Kingdom,Sociology,1
492972,66,Journal of Computer Applications in Archaeology,United Kingdom,"Archaeology, Science and Technology Studies",2
468692,179,Archaeological Reports,United Kingdom,Archaeology,1
476744,435,Journal of Graphic Novels and Comics,United Kingdom,"Cultural Studies, Film and Theatre Studies, Gender Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature",8
437924,1454,Applied Linguistics,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
340594,1291,Critical Social Policy,United Kingdom,"Political Sciences and International Relations, Sociology",2
340634,1991,Europe-Asia Studies,United Kingdom,History,1
440474,1184,European Journal of Philosophy,United Kingdom,Philosophy,1
443820,1856,Journal of Sustainable Tourism,United Kingdom,"Science and Technology Studies, Environmental Studies, Human Geography and Urban Studies",3
342825,822,European Journal of International Relations,United Kingdom,Political Sciences and International Relations,1
442635,1117,Journal of Commonwealth Literature,United Kingdom,Literature,1
421778,608,Legal and Criminological Psychology,United Kingdom,Psychology,1
502881,845,Gifted Education International,United Kingdom,"Pedagogical & Educational Research, Psychology",2
471764,327,The Italianist,United Kingdom,Literature,1
451955,417,Italian Studies,United Kingdom,Literature,1
445920,2527,The Political Quarterly,United Kingdom,"Political Sciences and International Relations, Sociology",2
433601,2689,Political Studies,United Kingdom,Political Sciences and International Relations,1
503023,285,China Finance Review International (CFRI),United Kingdom,Economics,1
438964,767,Changing English: Studies in Culture and Education,United Kingdom,"Linguistics, Literature",2
486928,89,Journal of Urban Cultural Studies,United Kingdom,"Cultural Studies, Human Geography and Urban Studies",2
484936,51,Journal of Open Psychology Data,United Kingdom,"Interdisciplinary research in the Social Sciences, Psychology",2
471170,468,"Cambridge Journal of Regions, Economy and Society",United Kingdom,"Business and Management, Economics, Environmental Studies, Human Geography and Urban Studies",4
438655,778,British Journal of Music Education,United Kingdom,"Pedagogical & Educational Research, Musicology",2
483408,528,Shakespeare,United Kingdom,Literature,1
440058,3957,The Economic History Review,United Kingdom,History,1
341784,7502,Economic Journal,United Kingdom,"Business and Management, Economics",2
481085,1104,Chemistry Education Research and Practice (CERP),United Kingdom,Pedagogical & Educational Research,1
447984,1095,Urban Policy and Research,United Kingdom,Human Geography and Urban Studies,1
340720,2865,Quarterly Journal of Experimental Psychology (QJEP),United Kingdom,Psychology,1
444250,1412,Labor History,United Kingdom,History,1
444290,1674,Language and Speech,United Kingdom,"Psychology, Linguistics",2
473174,190,Journal of Contemporary European Research,United Kingdom,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
497083,26,Papers in Historical Phonology (PiHPh),United Kingdom,Linguistics,1
504679,35,Worldwide Waste: Journal of Interdisciplinary Studies,United Kingdom,"Anthropology, Archaeology, History, Economics, Science and Technology Studies, Sociology, Literature, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
447678,1493,The Southern Journal of Philosophy,"United Kingdom, United States",Philosophy,1
476974,129,Crossings: Journal of Migration & Culture,United Kingdom,"Cultural Studies, Sociology",2
478705,93,Critical Studies in Fashion & Beauty,United Kingdom,"Cultural Studies, Sociology",2
477842,178,Transfers Interdisciplinary Journal of Mobility Studies,United Kingdom,History,1
493578,50,C21 Literature: Journal of 21st Century Writings,United Kingdom,"Gender Studies, Cultural Studies, Media Studies and Communication, Literature, Philosophy",5
486858,66,Journal of Curatorial Studies,United Kingdom,"Art and Art History, Library and Information Science, Pedagogical & Educational Research",3
487034,67,The Australasian Journal of Popular Culture,United Kingdom,"Cultural Studies, Sociology",2
487040,136,Visual Inquiry: Learning & Teaching Art,United Kingdom,"Art and Art History, Pedagogical & Educational Research",2
480011,117,International Journal of Islamic Architecture,United Kingdom,"Art and Art History, Human Geography and Urban Studies",2
477018,37,The Moving Image Review & Art Journal (MIRAJ),United Kingdom,"Art and Art History, Film and Theatre Studies",2
441559,456,Indonesia and the Malay World,United Kingdom,Anthropology,1
450868,72,Journal of Conservation and Museum Studies,United Kingdom,"Archaeology, Art and Art History",2
446424,881,Research in Drama Education,United Kingdom,"Pedagogical & Educational Research, Literature",2
445577,764,Papers of The British School at Rome,United Kingdom,"Classical Studies, History, Archaeology, Art and Art History",4
440257,1005,Enterprise & Society,United Kingdom,History,1
444039,508,Journal of Transport History,United Kingdom,History,1
470022,281,Social influence,United Kingdom,Psychology,1
437694,485,Anglo-Saxon England,United Kingdom,"Literature, History",2
413603,143,Slavonic and East European Review,United Kingdom,"Linguistics, History",2
485197,123,Writing & Pedagogy,United Kingdom,"Interdisciplinary research in the Social Sciences, Literature, Pedagogical & Educational Research",3
479850,1274,History Compass,United Kingdom,History,1
486905,55,Journal of New Zealand & Pacific Studies,United Kingdom,"Cultural Studies, Human Geography and Urban Studies, Political Sciences and International Relations",3
422484,207581,Nature,United Kingdom,"Anthropology, Archaeology, Demography, Economics, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication, Science and Technology Studies, Social Statistics and Informatics, Sociology",11
494888,17,Journal of Embodied Research (JER),United Kingdom,"Art and Art History, Media Studies and Communication, Interdisciplinary research in the Humanities",3
500499,78,Sibbaldia,United Kingdom,Environmental Studies,1
447317,590,Surveillance & Society,United Kingdom,"Cultural Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
477631,301,Deleuze Studies,United Kingdom,"Literature, Philosophy",2
339774,1390,Journal of Youth Studies,United Kingdom,"Political Sciences and International Relations, Sociology",2
441903,2257,International journal of language and communication disorders,United Kingdom,Linguistics,1
439680,2072,Current Issues in Tourism,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
445184,1138,New Ideas in Psychology,United Kingdom,Psychology,1
476602,69,International Journal for the Study of New Religions,United Kingdom,Religious Studies and Theology,1
340755,2081,Journal of Environmental Psychology,United Kingdom,Psychology,1
438401,1244,Bilingualism: Language and Cognition,United Kingdom,Linguistics,1
440491,1147,European Journal of Work and Organizational Psychology,United Kingdom,Psychology,1
477526,341,International Journal of Education through Art,United Kingdom,"Art and Art History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",4
478836,123,T'ang Studies,United Kingdom,"Economics, History, Literature",3
442427,944,Journal of Applied Philosophy,United Kingdom,Philosophy,1
451216,881,Review of Finance,United Kingdom,"Business and Management, Economics",2
478843,66,Early Medieval China,United Kingdom,"Cultural Studies, History",2
439116,3889,Classical Quarterly,United Kingdom,"History, Classical Studies",2
443051,908,Journal of Higher Education Policy and Management,United Kingdom,Pedagogical & Educational Research,1
341606,792,Journal of Theoretical Politics,United Kingdom,Political Sciences and International Relations,1
340471,6562,Ergonomics,United Kingdom,Psychology,1
443254,2149,Journal of Marital & Family Therapy,United Kingdom,Psychology,1
444283,1224,Language & Communication,United Kingdom,"Psychology, Linguistics",2
443696,1628,Journal of Risk Research,United Kingdom,Psychology,1
441768,1488,International Journal of Bilingual Education and Bilingualism,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
444477,1210,Logic Journal of the IGPL,United Kingdom,"History & Philosophy of Science, Philosophy",2
443181,1674,Journal of Knowledge Management,United Kingdom,Business and Management,1
441763,3737,International Journal of Audiology,United Kingdom,Linguistics,1
440049,596,Econometrics Journal,United Kingdom,"Business and Management, Economics, Social Statistics and Informatics",3
477640,463,Journal of Management History,United Kingdom,History,1
437977,240,Arabic Sciences and Philosophy: A Historical Journal,United Kingdom,History & Philosophy of Science,1
440068,1252,Economy and Society,United Kingdom,"Economics, Political Sciences and International Relations",2
443088,1193,Journal of Imperial and Commonwealth History,United Kingdom,History,1
499413,66,Queer Studies in Media & Popular Culture (QSMPC),United Kingdom,"Gender Studies, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",7
483978,141,Buddhist Studies Review,United Kingdom,Religious Studies and Theology,1
475513,1194,Philosophy Compass,United Kingdom,Philosophy,1
439224,1436,Cognitive development,United Kingdom,Psychology,1
439405,1337,Computer Speech and Language,United Kingdom,Linguistics,1
443726,1843,Journal of Sex & Marital Therapy,United Kingdom,Psychology,1
478303,69,Art & the Public Sphere,United Kingdom,"Art and Art History, Interdisciplinary research in the Humanities",2
485803,47,Book 2.0,United Kingdom,"Art and Art History, Interdisciplinary research in the Humanities",2
479694,71,The New Soundtrack,United Kingdom,"Media Studies and Communication, Musicology",2
442680,51,Journal of Consciousness Studies,United Kingdom,"Philosophy, Psychology",2
484074,361,Theology and Sexuality,United Kingdom,"Gender Studies, Religious Studies and Theology",2
484557,227,Fashion Practice,United Kingdom,"Art and Art History, Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
482111,290,"Parliaments, Estates & Representation",United Kingdom,"History, Law, Political Sciences and International Relations",3
452217,171,African Journal of International and Comparative Law,United Kingdom,Law,1
487612,459,Critical Studies in Education,United Kingdom,Pedagogical & Educational Research,1
438586,664,Body & Society,United Kingdom,Gender Studies,1
440508,895,European Review of History,United Kingdom,History,1
478348,96,Architectural Heritage: Journal of the Architectural Heritage Society of Scotland,United Kingdom,Art and Art History,1
434681,510,Planning Theory,United Kingdom,Human Geography and Urban Studies,1
443692,2831,Journal of Retailing and Consumer Services,United Kingdom,Business and Management,1
440545,848,Evolutionary Psychology,United Kingdom,Psychology,1
446769,790,School Leadership and Management,United Kingdom,Pedagogical & Educational Research,1
483409,336,Sport in History,United Kingdom,History,1
414971,1218,Nations and Nationalism,United Kingdom,History,1
476341,441,Applied Psychology: Health and Well-Being,United Kingdom,Psychology,1
493967,190,Journal of Public Finance and Public Choice,United Kingdom,"Economics, Political Sciences and International Relations",2
485262,16,Journal for Research into Freemasonry and Fraternalism,United Kingdom,"History, Religious Studies and Theology",2
479629,158,Interactions: Studies in Communication & Culture,United Kingdom,"Cultural Studies, Media Studies and Communication",2
491712,35,Journal of African Union Studies (JoAUS),United Kingdom,Political Sciences and International Relations,1
489442,259,Journal of Forensic Practice,United Kingdom,Psychology,1
439875,1229,Dialectica,United Kingdom,Philosophy,1
491711,71,African Journal of Business and Economic Research (AJBER),United Kingdom,"Business and Management, Economics",2
441224,429,Holocaust and Genocide Studies,United Kingdom,History,1
440511,305,European Review of Social Psychology,United Kingdom,Psychology,1
439102,1266,"City: analysis of urban trends, culture, theory, policy, action",United Kingdom,Human Geography and Urban Studies,1
443752,981,Journal of Sociolinguistics,United Kingdom,"Psychology, Linguistics",2
437450,3248,Aging & Mental Health,United Kingdom,Psychology,1
479107,123,Craft Research,United Kingdom,"Art and Art History, Interdisciplinary research in the Humanities",2
476935,96,Journal of Interactional Research in Communication Disorders,United Kingdom,"Linguistics, Pedagogical & Educational Research, Psychology",3
485805,94,Choreographic Practices,United Kingdom,"Film and Theatre Studies, Interdisciplinary research in the Humanities",2
477730,737,Applied Economic Perspectives and Policy,United Kingdom,"Economics, Interdisciplinary research in the Social Sciences",2
481780,699,Levant: Journal of the British School of Archaeology in Jerusalem and the British Institute at Amman for Archaeology and History,United Kingdom,"Archaeology, History",2
447406,610,"Technology, Pedagogy and Education",United Kingdom,Pedagogical & Educational Research,1
486581,224,The international journal of information and learning technology,United Kingdom,"Interdisciplinary research in the Social Sciences, Library and Information Science",2
489821,308,International Journal of Human Rights in Healthcare,United Kingdom,"Law, Sociology, Interdisciplinary research in the Social Sciences",3
439642,617,Cultural Dynamics,United Kingdom,Anthropology,1
437855,532,Anthropological Theory,United Kingdom,Anthropology,1
444575,614,Marketing Theory,United Kingdom,Business and Management,1
486949,176,Metal Music Studies,United Kingdom,Musicology,1
485319,16,Researching and Teaching Chinese as a Foreign Language,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
484629,1,The International Journal of Welsh Writing in English,United Kingdom,Literature,1
481582,1038,IRAQ,United Kingdom,Archaeology,1
445680,373,Perspectives on European Politics and Society,United Kingdom,Political Sciences and International Relations,1
341731,891,Scandinavian Journal of History,United Kingdom,History,1
412107,1334,European Journal of Personality,United Kingdom,Psychology,1
438758,913,Business Ethics. A European Review,United Kingdom,"Business and Management, Economics",2
341994,3888,"Futures: The journal of policy, planning and futures studies",United Kingdom,"Science and Technology Studies, Business and Management",2
439404,545,Computer Science Education,United Kingdom,Pedagogical & Educational Research,1
447267,2131,Studies in History and Philosophy of Science,United Kingdom,"History & Philosophy of Science, Philosophy",2
484363,1923,Antiquaries Journal,United Kingdom,Archaeology,1
340705,6224,Antiquity,United Kingdom,"History, Anthropology, Archaeology, Art and Art History",4
413838,1586,Oxford Review of Education,United Kingdom,Pedagogical & Educational Research,1
440104,1570,Educational studies (Dorchester-on-Thames),United Kingdom,Pedagogical & Educational Research,1
445903,1295,Policy & Politics,United Kingdom,Political Sciences and International Relations,1
446469,1742,Review of African Political Economy,United Kingdom,"Political Sciences and International Relations, Human Geography and Urban Studies",2
341401,1654,Journal of Southern African Studies,United Kingdom,History,1
443357,1388,Journal of Moral Education,United Kingdom,Pedagogical & Educational Research,1
483979,143,Northern Scotland,United Kingdom,History,1
443895,898,Journal of the British Society for Phenomenology,United Kingdom,Philosophy,1
440015,831,Early Years,United Kingdom,Pedagogical & Educational Research,1
485196,93,Journal of World Popular Music,United Kingdom,"Interdisciplinary research in the Humanities, Musicology",2
500623,44,Ancient Philosophy Today: DIALOGOI,United Kingdom,"Classical Studies, Philosophy",2
447279,551,Studies in the Education of Adults,United Kingdom,Pedagogical & Educational Research,1
440253,597,English Studies in Africa,United Kingdom,Literature,1
504678,11,Undergraduate Journal of Politics and International Relations,United Kingdom,"Media Studies and Communication, Political Sciences and International Relations, Environmental Studies, Pedagogical & Educational Research",4
471710,182,Learning and Teaching: the international journal of higher education in the social sciences,United Kingdom,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
